<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL2,5,20120104,124500,413.9200000,414.0300000,413.9150000,413.9900000,3137
AAPL2,5,20120104,125000,414.0000000,414.0700000,413.8700000,414.0500000,6334
AAPL2,5,20120104,125500,413.9900000,414.3900000,413.9900000,414.2900000,6899
AAPL2,5,20120104,130000,414.3900000,414.6500000,414.3900000,414.4800000,17267
AAPL2,5,20120104,130500,414.4900000,414.4900000,413.8700000,413.9100000,8220
AAPL2,5,20120104,131000,413.9400000,414.1300000,413.5000000,413.5200000,7583
AAPL2,5,20120104,131500,413.6500000,413.8800000,413.6500000,413.7000000,9708
AAPL2,5,20120104,132000,413.8100000,413.8100000,413.1900000,413.3700000,9734
AAPL2,5,20120104,132500,413.4000000,413.4500000,413.2500000,413.3500000,12408
AAPL2,5,20120104,133000,413.3300000,413.5000000,413.0500000,413.3600000,11949
AAPL2,5,20120104,133500,413.4000000,413.4800000,413.3500000,413.4700000,3000
AAPL2,5,20120104,134000,413.4600000,413.8400000,413.4600000,413.7200000,15078
AAPL2,5,20120104,134500,413.7500000,413.7700000,413.6000000,413.6000000,10454
AAPL2,5,20120104,135000,413.6500000,413.8500000,413.6200000,413.8100000,10190
AAPL2,5,20120104,135500,413.8100000,414.2800000,413.8100000,414.2500000,8946
AAPL2,5,20120104,140000,414.2500000,414.3000000,414.0900000,414.1400000,8668
AAPL2,5,20120104,140500,414.1000000,414.1400000,413.7800000,413.8000000,7246
AAPL2,5,20120104,141000,413.6800000,413.7000000,413.3000000,413.5100000,13905
AAPL2,5,20120104,141500,413.5100000,413.5100000,413.0100000,413.1600000,10458
AAPL2,5,20120104,142000,413.2300000,413.6400000,413.1650000,413.6400000,7842
AAPL2,5,20120104,142500,413.6300000,413.7000000,413.4800000,413.5400000,9278
AAPL2,5,20120104,143000,413.6000000,413.9500000,413.6000000,413.8600000,6935
AAPL2,5,20120104,143500,413.8200000,414.1700000,413.8200000,414.0500000,6633
AAPL2,5,20120104,144000,414.1000000,414.1000000,413.8000000,413.9700000,4449
AAPL2,5,20120104,144500,413.9100000,414.0300000,413.9100000,413.9300000,3600
AAPL2,5,20120104,145000,414.0500000,414.0500000,413.6600000,413.8400000,3801
AAPL2,5,20120104,145500,413.8400000,414.1200000,413.8400000,414.0200000,4841
AAPL2,5,20120104,150000,414.0900000,414.0900000,413.7500000,413.7500000,5348
AAPL2,5,20120104,150500,413.7700000,413.8700000,413.6300000,413.7150000,8500
AAPL2,5,20120104,151000,413.7500000,413.7500000,413.5200000,413.6000000,7322
AAPL2,5,20120104,151500,413.6200000,413.7100000,413.3950000,413.4200000,6320
AAPL2,5,20120104,152000,413.4700000,413.4700000,412.6800000,412.8500000,9268
AAPL2,5,20120104,152500,412.8500000,413.5500000,412.8500000,413.4500000,13885
AAPL2,5,20120104,153000,413.4300000,413.5900000,413.3700000,413.5900000,5700
AAPL2,5,20120104,153500,413.6800000,413.9200000,413.5100000,413.7000000,10058
AAPL2,5,20120104,154000,413.7900000,413.8000000,413.5500000,413.7300000,14435
AAPL2,5,20120104,154500,413.7500000,413.8800000,413.5900000,413.8100000,12895
AAPL2,5,20120104,155000,413.8100000,413.8500000,413.3600000,413.8500000,18629
AAPL2,5,20120104,155500,413.8600000,414.2400000,413.8500000,414.2150000,35732
AAPL2,5,20120104,160000,414.2100000,414.3300000,413.2800000,413.4300000,21276
AAPL2,5,20120105,093500,414.9900000,414.9900000,413.8800000,414.8000000,35810
AAPL2,5,20120105,094000,414.8000000,415.6200000,414.5300000,415.0000000,46701
AAPL2,5,20120105,094500,414.9000000,414.9000000,413.3000000,413.6000000,38568
AAPL2,5,20120105,095000,413.5300000,413.6600000,412.7000000,413.3500000,41150
AAPL2,5,20120105,095500,413.4600000,414.5500000,413.4400000,414.3000000,22621
AAPL2,5,20120105,100000,414.2000000,414.5600000,413.8900000,414.5600000,24336
AAPL2,5,20120105,100500,414.3700000,414.6300000,414.0100000,414.2500000,23770
AAPL2,5,20120105,101000,414.2000000,414.6300000,413.9000000,414.4700000,21408
AAPL2,5,20120105,101500,414.3800000,414.5400000,414.2150000,414.5300000,9707
AAPL2,5,20120105,102000,414.4500000,415.2700000,414.4500000,414.7600000,24973
AAPL2,5,20120105,102500,414.8400000,414.8500000,414.5000000,414.8400000,21229
AAPL2,5,20120105,103000,414.7300000,415.3500000,414.7000000,414.8100000,22046
AAPL2,5,20120105,103500,414.7600000,414.8600000,414.3400000,414.5300000,22524
AAPL2,5,20120105,104000,414.5600000,414.5800000,414.1800000,414.2400000,21358
AAPL2,5,20120105,104500,414.2800000,414.4800000,414.1200000,414.1300000,10540
AAPL2,5,20120105,105000,414.1200000,414.3700000,414.0600000,414.0900000,12693
AAPL2,5,20120105,105500,414.2400000,414.3500000,414.0600000,414.2100000,10048
AAPL2,5,20120105,110000,414.1950000,414.5600000,414.1000000,414.5600000,6798
AAPL2,5,20120105,110500,414.5100000,414.7300000,414.1900000,414.2900000,8431
AAPL2,5,20120105,111000,414.2300000,414.5000000,414.2300000,414.4000000,4268
AAPL2,5,20120105,111500,414.3300000,414.4500000,414.2500000,414.4500000,6709
AAPL2,5,20120105,112000,414.3800000,414.5300000,414.2600000,414.2600000,6021
AAPL2,5,20120105,112500,414.3100000,414.8200000,414.2900000,414.5500000,14576
AAPL2,5,20120105,113000,414.5100000,414.7500000,414.5000000,414.6500000,15765
AAPL2,5,20120105,113500,414.6600000,415.0600000,414.6600000,415.0600000,18253
AAPL2,5,20120105,114000,415.0300000,415.2500000,414.8500000,415.1400000,12456
AAPL2,5,20120105,114500,415.1400000,415.3600000,415.1400000,415.1800000,8436
AAPL2,5,20120105,115000,415.1500000,415.3200000,415.1100000,415.1500000,7218
AAPL2,5,20120105,115500,415.2500000,415.3500000,415.1800000,415.1900000,5400
AAPL2,5,20120105,120000,415.1900000,415.2800000,415.1000000,415.1500000,5146
AAPL2,5,20120105,120500,415.0600000,415.2700000,414.9500000,415.0600000,6535
AAPL2,5,20120105,121000,415.0800000,415.1800000,415.0000000,415.1700000,5015
AAPL2,5,20120105,121500,415.1700000,415.3800000,415.1300000,415.3800000,6399
AAPL2,5,20120105,122000,415.3800000,415.8200000,415.3800000,415.7500000,21813
AAPL2,5,20120105,122500,415.7000000,415.8700000,415.3500000,415.8000000,16758
AAPL2,5,20120105,123000,415.8000000,416.2700000,415.8000000,416.2700000,27202
AAPL2,5,20120105,123500,416.3000000,416.3300000,415.9300000,415.9300000,13211
AAPL2,5,20120105,124000,415.9400000,415.9400000,415.6700000,415.7200000,8816
AAPL2,5,20120105,124500,415.7100000,416.0200000,415.5700000,415.9500000,11048
AAPL2,5,20120105,125000,415.9700000,416.1400000,415.8200000,416.1000000,5084
AAPL2,5,20120105,125500,416.1100000,416.1200000,415.8200000,415.8600000,5531
AAPL2,5,20120105,130000,415.9000000,416.1000000,415.7500000,416.1000000,5777
AAPL2,5,20120105,130500,416.1200000,416.4600000,416.0850000,416.3750000,11516
AAPL2,5,20120105,131000,416.3800000,416.5200000,416.2800000,416.4500000,14039
AAPL2,5,20120105,131500,416.4700000,416.5600000,416.3000000,416.3000000,7337
AAPL2,5,20120105,132000,416.2700000,416.4300000,416.2700000,416.3900000,6678
AAPL2,5,20120105,132500,416.4000000,416.4500000,416.3000000,416.3700000,4840
AAPL2,5,20120105,133000,416.3750000,416.7600000,416.3500000,416.7600000,15507
AAPL2,5,20120105,133500,416.8000000,416.9800000,416.7300000,416.9700000,12635
AAPL2,5,20120105,134000,416.9600000,417.4600000,416.9500000,417.4600000,12879
AAPL2,5,20120105,134500,417.4700000,417.8400000,417.4000000,417.7600000,18404
AAPL2,5,20120105,135000,417.7700000,417.9000000,417.7600000,417.8400000,17177
AAPL2,5,20120105,135500,417.8600000,417.8600000,417.5100000,417.7000000,12739
AAPL2,5,20120105,140000,417.7100000,417.8800000,417.6700000,417.8500000,10049
AAPL2,5,20120105,140500,417.8100000,418.1300000,417.8000000,418.0100000,21955
AAPL2,5,20120105,141000,418.0500000,418.1500000,417.9000000,418.0000000,20970
AAPL2,5,20120105,141500,418.0100000,418.5000000,417.9700000,418.4100000,21202
AAPL2,5,20120105,142000,418.4200000,418.4200000,418.0600000,418.1000000,14171
AAPL2,5,20120105,142500,418.1700000,418.2000000,417.7300000,417.7900000,9328
AAPL2,5,20120105,143000,417.8600000,417.9400000,417.4900000,417.6000000,10399
AAPL2,5,20120105,143500,417.6000000,417.7200000,417.4000000,417.5000000,10932
AAPL2,5,20120105,144000,417.5200000,417.5700000,417.2100000,417.4400000,3500
AAPL2,5,20120105,144500,417.4600000,417.7300000,417.4000000,417.6100000,10768
AAPL2,5,20120105,145000,417.6400000,417.8000000,417.6200000,417.6400000,17083
AAPL2,5,20120105,145500,417.6500000,417.7700000,417.4200000,417.5300000,6066
AAPL2,5,20120105,150000,417.4300000,417.5400000,416.8300000,417.0300000,13256
AAPL2,5,20120105,150500,417.0700000,417.6300000,417.0400000,417.5900000,10495
AAPL2,5,20120105,151000,417.5500000,417.6400000,417.3000000,417.3000000,4832
AAPL2,5,20120105,151500,417.3000000,417.3300000,416.7300000,416.7900000,13690
AAPL2,5,20120105,152000,416.8550000,417.1300000,416.7100000,416.9700000,11666
AAPL2,5,20120105,152500,417.0300000,417.2100000,416.9200000,417.2100000,7551
AAPL2,5,20120105,153000,417.2700000,417.7300000,417.1500000,417.5300000,21936
AAPL2,5,20120105,153500,417.6000000,417.6300000,417.3000000,417.3100000,14426
AAPL2,5,20120105,154000,417.2500000,417.3600000,417.1250000,417.3600000,11218
AAPL2,5,20120105,154500,417.3600000,417.9200000,417.3200000,417.8100000,25547
AAPL2,5,20120105,155000,417.7600000,417.8900000,417.6600000,417.8700000,13305
AAPL2,5,20120105,155500,417.8800000,417.8900000,417.5800000,417.8000000,17172
AAPL2,5,20120105,160000,417.8200000,418.5500000,417.7700000,418.0600000,27544
AAPL2,5,20120106,093500,419.8000000,419.9650000,419.5000000,419.8200000,62368
AAPL2,5,20120106,094000,419.8450000,421.4000000,419.8400000,421.2500000,74422
AAPL2,5,20120106,094500,421.2500000,421.4700000,420.3000000,420.7900000,65764
AAPL2,5,20120106,095000,420.7900000,420.8400000,420.0600000,420.1300000,22534
AAPL2,5,20120106,095500,420.1800000,420.2800000,419.2300000,419.3800000,40337
AAPL2,5,20120106,100000,419.4000000,420.2000000,419.4000000,420.0900000,30523
AAPL2,5,20120106,100500,420.0800000,420.6500000,419.9200000,420.6400000,26354
AAPL2,5,20120106,101000,420.5600000,420.5600000,419.7500000,420.1100000,14978
AAPL2,5,20120106,101500,419.9700000,420.0400000,419.7000000,419.9800000,14123
AAPL2,5,20120106,102000,419.9800000,420.3600000,419.9800000,420.0200000,6907
AAPL2,5,20120106,102500,420.1000000,420.3900000,420.0000000,420.2700000,11818
AAPL2,5,20120106,103000,420.2800000,420.3000000,420.1000000,420.2300000,14615
AAPL2,5,20120106,103500,420.1900000,420.8000000,420.1500000,420.8000000,15622
AAPL2,5,20120106,104000,420.7500000,420.9000000,420.6500000,420.9000000,10290
AAPL2,5,20120106,104500,420.9000000,421.0000000,420.7500000,420.8500000,21946
AAPL2,5,20120106,105000,420.8000000,421.2300000,420.7500000,421.2000000,14243
AAPL2,5,20120106,105500,421.2200000,421.2600000,420.8400000,420.8400000,16473
AAPL2,5,20120106,110000,420.8000000,420.8500000,420.4300000,420.4300000,14347
AAPL2,5,20120106,110500,420.4200000,420.8500000,420.4100000,420.8200000,9450
AAPL2,5,20120106,111000,420.8000000,421.0900000,420.6600000,420.7000000,9956
AAPL2,5,20120106,111500,420.7400000,420.7800000,420.5000000,420.5800000,10702
AAPL2,5,20120106,112000,420.6500000,420.8900000,420.6500000,420.6900000,4800
AAPL2,5,20120106,112500,420.7600000,420.8000000,420.7000000,420.7400000,3496
AAPL2,5,20120106,113000,420.7700000,421.0000000,420.7600000,420.8700000,7131
AAPL2,5,20120106,113500,420.9000000,420.9600000,420.8300000,420.8500000,8414
AAPL2,5,20120106,114000,420.9200000,421.1750000,420.8300000,421.1500000,17599
AAPL2,5,20120106,114500,421.1700000,421.2100000,420.9400000,420.9600000,13085
AAPL2,5,20120106,115000,420.9500000,421.0000000,420.8600000,420.9500000,4426
AAPL2,5,20120106,115500,420.9800000,420.9800000,420.7400000,420.7600000,4717
AAPL2,5,20120106,120000,420.7300000,420.7900000,420.6500000,420.7100000,5716
AAPL2,5,20120106,120500,420.5900000,420.6800000,420.5400000,420.6300000,5623
AAPL2,5,20120106,121000,420.6300000,420.6500000,420.3400000,420.3800000,17828
AAPL2,5,20120106,121500,420.3500000,420.4900000,420.3000000,420.3500000,8208
AAPL2,5,20120106,122000,420.3400000,420.6500000,420.3400000,420.6100000,5820
AAPL2,5,20120106,122500,420.5700000,420.5900000,420.3500000,420.5900000,4753
AAPL2,5,20120106,123000,420.7200000,420.7900000,420.6200000,420.7800000,1460
AAPL2,5,20120106,123500,420.7300000,420.9400000,420.7100000,420.9400000,4564
AAPL2,5,20120106,124000,420.9900000,421.0500000,420.6500000,420.7100000,11092
AAPL2,5,20120106,124500,420.6500000,420.8200000,420.6000000,420.7400000,8487
AAPL2,5,20120106,125000,420.8400000,420.8400000,420.6000000,420.7000000,4910
AAPL2,5,20120106,125500,420.6800000,420.7900000,420.6300000,420.7200000,10530
AAPL2,5,20120106,130000,420.7300000,420.8500000,420.6200000,420.8000000,7680
AAPL2,5,20120106,130500,420.7500000,420.9000000,420.7200000,420.8000000,3753
AAPL2,5,20120106,131000,420.7500000,420.8400000,420.7000000,420.7400000,4490
AAPL2,5,20120106,131500,420.7400000,420.7900000,420.5600000,420.6100000,6135
AAPL2,5,20120106,132000,420.6300000,420.8700000,420.5400000,420.8300000,8685
AAPL2,5,20120106,132500,420.8200000,420.9000000,420.6700000,420.8900000,3667
AAPL2,5,20120106,133000,420.8700000,420.8700000,420.6100000,420.7200000,3800
AAPL2,5,20120106,133500,420.7000000,420.8400000,420.6400000,420.8000000,4364
AAPL2,5,20120106,134000,420.7800000,421.1400000,420.7400000,421.0600000,12507
AAPL2,5,20120106,134500,421.0600000,421.1800000,421.0200000,421.1500000,6812
AAPL2,5,20120106,135000,421.1300000,421.5800000,421.1000000,421.5800000,12761
AAPL2,5,20120106,135500,421.5800000,421.5900000,421.2800000,421.4200000,4003
AAPL2,5,20120106,140000,421.4600000,421.7800000,421.4600000,421.7000000,14945
AAPL2,5,20120106,140500,421.7300000,421.7300000,421.3400000,421.3400000,4676
AAPL2,5,20120106,141000,421.3300000,421.7800000,421.2800000,421.6900000,9293
AAPL2,5,20120106,141500,421.7000000,421.8600000,421.4800000,421.8600000,36520
AAPL2,5,20120106,142000,421.8400000,421.9400000,421.7900000,421.8800000,33214
AAPL2,5,20120106,142500,421.9000000,422.2000000,421.9000000,422.2000000,40865
AAPL2,5,20120106,143000,422.2000000,422.4900000,422.1500000,422.2900000,20669
AAPL2,5,20120106,143500,422.3200000,422.4550000,422.1400000,422.3200000,8326
AAPL2,5,20120106,144000,422.3300000,422.3700000,422.0400000,422.0400000,8100
AAPL2,5,20120106,144500,422.0300000,422.1800000,421.9500000,421.9500000,7499
AAPL2,5,20120106,145000,421.8900000,422.0500000,421.7800000,421.9000000,8683
AAPL2,5,20120106,145500,421.9200000,422.0000000,421.8200000,421.9900000,4742
AAPL2,5,20120106,150000,421.9800000,422.0000000,421.8700000,421.9000000,4500
AAPL2,5,20120106,150500,421.9000000,422.1100000,421.8600000,421.9800000,4908
AAPL2,5,20120106,151000,421.9900000,422.1100000,421.8900000,421.8900000,4308
AAPL2,5,20120106,151500,421.9300000,421.9300000,421.7900000,421.8500000,5152
AAPL2,5,20120106,152000,421.8400000,421.8600000,421.3500000,421.5200000,11283
AAPL2,5,20120106,152500,421.4700000,421.8100000,421.4200000,421.8000000,9563
AAPL2,5,20120106,153000,421.7300000,421.8400000,421.6000000,421.7100000,11959
AAPL2,5,20120106,153500,421.6700000,421.7300000,421.5200000,421.6800000,9844
AAPL2,5,20120106,154000,421.6800000,422.2100000,421.6400000,422.1900000,25341
AAPL2,5,20120106,154500,422.2400000,422.6000000,422.1300000,422.6000000,33844
AAPL2,5,20120106,155000,422.5800000,422.6700000,422.3500000,422.4800000,23232
AAPL2,5,20120106,155500,422.4700000,422.5000000,421.9200000,422.2200000,24972
AAPL2,5,20120106,160000,422.2200000,422.5900000,422.2000000,422.4500000,36684
AAPL2,5,20120109,093500,425.7150000,426.7700000,425.4600000,425.8700000,78674
AAPL2,5,20120109,094000,425.8200000,425.9400000,424.5700000,425.8800000,56108
AAPL2,5,20120109,094500,425.7900000,426.5000000,425.5900000,426.3500000,36476
AAPL2,5,20120109,095000,426.3600000,426.4000000,425.6000000,425.7100000,25645
AAPL2,5,20120109,095500,425.6750000,426.5000000,425.6750000,426.2750000,32832
AAPL2,5,20120109,100000,426.2500000,426.4500000,425.9600000,426.0700000,20617
AAPL2,5,20120109,100500,426.1200000,426.2100000,425.6800000,425.7100000,15569
AAPL2,5,20120109,101000,425.7200000,426.2000000,425.6500000,425.8000000,17819
AAPL2,5,20120109,101500,425.7700000,425.8000000,425.3900000,425.6200000,22742
AAPL2,5,20120109,102000,425.6100000,427.2600000,425.6000000,426.8400000,49889
AAPL2,5,20120109,102500,426.9400000,427.3700000,426.1600000,426.4400000,35027
AAPL2,5,20120109,103000,426.5300000,427.0500000,426.3900000,426.9300000,12775
AAPL2,5,20120109,103500,426.7600000,426.7700000,426.3000000,426.5900000,16220
AAPL2,5,20120109,104000,426.6400000,427.6300000,426.6400000,427.5600000,44821
AAPL2,5,20120109,104500,427.5600000,427.7500000,426.7000000,426.7000000,29696
AAPL2,5,20120109,105000,426.6800000,427.0000000,426.6000000,426.6000000,13429
AAPL2,5,20120109,105500,426.5500000,426.8100000,426.2600000,426.4200000,25459
AAPL2,5,20120109,110000,426.3600000,426.4200000,425.6200000,425.9500000,20651
AAPL2,5,20120109,110500,425.8900000,425.9800000,425.5000000,425.6200000,7252
AAPL2,5,20120109,111000,425.6700000,425.6900000,424.9000000,424.9000000,32186
AAPL2,5,20120109,111500,424.9000000,425.1400000,424.6800000,425.1400000,16997
AAPL2,5,20120109,112000,425.1500000,425.6400000,425.0400000,425.0400000,12880
AAPL2,5,20120109,112500,425.0500000,425.2800000,424.7400000,425.1100000,12628
AAPL2,5,20120109,113000,425.1800000,425.8100000,425.1800000,425.7550000,7700
AAPL2,5,20120109,113500,425.7000000,425.7700000,425.5400000,425.7000000,6306
AAPL2,5,20120109,114000,425.5900000,425.7000000,425.3200000,425.5700000,6989
AAPL2,5,20120109,114500,425.5700000,425.7500000,425.3200000,425.7400000,10380
AAPL2,5,20120109,115000,425.7400000,425.8900000,424.9400000,425.0800000,13614
AAPL2,5,20120109,115500,425.0800000,425.1200000,424.9700000,425.0200000,6896
AAPL2,5,20120109,120000,424.9900000,425.0400000,422.8900000,422.9800000,47769
AAPL2,5,20120109,120500,423.0300000,423.2400000,421.3700000,422.0200000,36960
AAPL2,5,20120109,121000,422.0800000,422.8300000,421.7800000,422.8000000,33727
AAPL2,5,20120109,121500,422.8700000,423.4200000,422.8500000,423.3500000,12775
AAPL2,5,20120109,122000,423.5100000,423.9850000,423.3800000,423.4800000,14618
AAPL2,5,20120109,122500,423.4500000,423.4500000,422.8500000,423.2200000,9021
AAPL2,5,20120109,123000,423.2100000,423.9700000,423.0800000,423.9400000,8297
AAPL2,5,20120109,123500,423.9900000,424.0500000,423.7300000,423.9100000,41186
AAPL2,5,20120109,124000,423.8800000,424.1500000,423.8800000,424.0900000,8864
AAPL2,5,20120109,124500,424.0800000,424.2500000,424.0600000,424.1100000,6332
AAPL2,5,20120109,125000,424.1200000,424.1700000,424.0100000,424.0100000,3977
AAPL2,5,20120109,125500,423.9800000,424.0300000,423.9200000,424.0000000,2900
AAPL2,5,20120109,130000,423.9900000,424.1200000,423.9400000,423.9800000,2746
AAPL2,5,20120109,130500,424.1600000,424.2500000,423.9300000,424.0300000,4700
AAPL2,5,20120109,131000,424.0400000,424.1000000,423.5200000,423.6300000,7512
AAPL2,5,20120109,131500,423.6600000,423.8000000,423.4800000,423.7700000,6945
AAPL2,5,20120109,132000,423.8000000,424.0600000,423.7400000,423.8600000,2352
AAPL2,5,20120109,132500,423.9200000,423.9800000,423.8500000,423.8900000,6799
AAPL2,5,20120109,133000,423.9000000,423.9500000,423.8300000,423.8300000,2104
AAPL2,5,20120109,133500,423.8400000,423.8600000,423.5850000,423.7000000,12167
AAPL2,5,20120109,134000,423.7200000,423.7200000,423.1200000,423.2600000,7375
AAPL2,5,20120109,134500,423.3100000,423.4300000,423.2800000,423.3700000,15069
AAPL2,5,20120109,135000,423.3600000,423.8800000,423.2500000,423.8800000,9212
AAPL2,5,20120109,135500,423.8000000,423.8900000,423.5300000,423.5700000,5000
AAPL2,5,20120109,140000,423.5700000,423.7500000,423.3700000,423.3800000,4400
AAPL2,5,20120109,140500,423.3500000,423.5000000,423.2300000,423.4000000,11240
AAPL2,5,20120109,141000,423.3700000,424.6600000,423.3700000,424.3500000,8981
AAPL2,5,20120109,141500,424.4500000,424.9900000,424.4500000,424.8050000,6100
AAPL2,5,20120109,142000,424.8400000,424.9150000,424.5900000,424.7400000,5759
AAPL2,5,20120109,142500,424.6900000,424.8200000,424.3700000,424.3850000,6150
AAPL2,5,20120109,143000,424.4100000,424.7000000,424.4100000,424.5250000,4300
AAPL2,5,20120109,143500,424.5400000,424.6800000,424.3550000,424.6600000,19081
AAPL2,5,20120109,144000,424.5750000,424.9000000,424.5750000,424.7000000,5991
AAPL2,5,20120109,144500,424.6900000,424.9200000,424.6900000,424.8300000,4859
AAPL2,5,20120109,145000,424.7900000,424.8300000,424.3000000,424.3100000,6533
AAPL2,5,20120109,145500,424.4200000,424.4200000,423.1500000,423.1500000,19041
AAPL2,5,20120109,150000,423.0900000,423.2300000,422.5000000,423.1700000,38190
AAPL2,5,20120109,150500,423.1900000,423.6500000,423.0100000,423.5000000,14752
AAPL2,5,20120109,151000,423.5250000,423.7650000,423.2700000,423.4900000,8948
AAPL2,5,20120109,151500,423.4900000,423.5400000,422.5900000,422.6200000,13613
AAPL2,5,20120109,152000,422.5700000,423.1700000,422.5700000,422.9700000,8083
AAPL2,5,20120109,152500,422.9300000,423.2600000,422.9000000,423.1900000,5775
AAPL2,5,20120109,153000,423.1100000,423.2600000,422.9000000,423.0100000,5400
AAPL2,5,20120109,153500,422.9700000,423.1600000,422.8800000,423.1500000,7694
AAPL2,5,20120109,154000,423.1700000,423.2500000,422.7000000,422.9600000,15040
AAPL2,5,20120109,154500,422.9600000,423.0300000,422.2500000,422.2600000,21894
AAPL2,5,20120109,155000,422.2400000,422.5700000,421.9000000,421.9300000,19603
AAPL2,5,20120109,155500,421.9200000,422.0400000,421.6500000,421.7900000,23972
AAPL2,5,20120109,160000,421.8000000,422.1100000,421.5200000,421.6800000,28305
AAPL2,5,20120110,093500,425.9550000,426.0000000,424.5850000,425.1300000,59628
AAPL2,5,20120110,094000,425.1600000,425.3000000,424.2600000,424.8700000,29111
AAPL2,5,20120110,094500,424.7800000,425.3500000,424.6400000,425.1000000,16529
AAPL2,5,20120110,095000,425.1400000,425.2500000,424.2100000,424.6100000,20978
AAPL2,5,20120110,095500,424.6400000,424.8800000,423.9100000,424.3400000,16842
AAPL2,5,20120110,100000,424.4200000,424.5000000,423.6100000,424.4100000,25941
AAPL2,5,20120110,100500,424.4900000,425.2300000,424.4800000,425.1900000,15959
AAPL2,5,20120110,101000,425.2200000,425.2200000,424.3400000,425.1300000,21344
AAPL2,5,20120110,101500,425.1900000,425.5600000,425.0600000,425.1900000,24933
AAPL2,5,20120110,102000,425.2150000,425.3000000,424.8200000,424.8900000,5962
AAPL2,5,20120110,102500,424.8600000,424.9000000,424.3900000,424.3900000,6969
AAPL2,5,20120110,103000,424.4000000,424.4450000,423.8900000,424.3150000,15767
AAPL2,5,20120110,103500,424.3200000,424.5000000,423.8900000,424.5000000,5700
AAPL2,5,20120110,104000,424.5100000,424.8600000,424.5100000,424.5100000,8147
AAPL2,5,20120110,104500,424.5500000,424.7700000,424.5000000,424.5000000,4559
AAPL2,5,20120110,105000,424.4600000,424.7500000,424.4500000,424.7100000,7100
AAPL2,5,20120110,105500,424.7200000,424.7700000,423.9500000,423.9900000,14818
AAPL2,5,20120110,110000,424.0200000,424.6700000,424.0200000,424.5200000,9315
AAPL2,5,20120110,110500,424.5200000,424.6900000,424.3500000,424.5100000,9366
AAPL2,5,20120110,111000,424.5000000,424.7450000,424.4700000,424.7000000,6673
AAPL2,5,20120110,111500,424.6500000,424.9100000,424.3900000,424.8100000,13554
AAPL2,5,20120110,112000,424.7700000,424.9500000,424.7700000,424.7800000,8188
AAPL2,5,20120110,112500,424.7500000,424.9600000,424.5700000,424.5700000,5293
AAPL2,5,20120110,113000,424.6500000,424.6500000,424.3500000,424.5600000,4847
AAPL2,5,20120110,113500,424.5800000,424.8300000,424.5200000,424.6200000,1500
AAPL2,5,20120110,114000,424.5600000,424.6100000,423.9600000,423.9800000,8257
AAPL2,5,20120110,114500,424.0100000,424.1900000,423.9000000,424.1900000,2343
AAPL2,5,20120110,115000,424.1800000,424.2000000,423.9400000,423.9500000,7539
AAPL2,5,20120110,115500,423.8100000,424.0700000,423.7600000,424.0700000,2800
AAPL2,5,20120110,120000,424.0000000,424.0100000,423.3500000,423.3500000,11513
AAPL2,5,20120110,120500,423.3300000,423.4200000,423.1000000,423.4200000,25233
AAPL2,5,20120110,121000,423.4000000,423.5500000,423.2900000,423.5000000,3180
AAPL2,5,20120110,121500,423.5800000,423.6700000,423.3100000,423.3100000,3755
AAPL2,5,20120110,122000,423.3100000,423.3100000,423.0000000,423.0000000,13405
AAPL2,5,20120110,122500,422.9300000,422.9500000,422.0700000,422.0700000,11921
AAPL2,5,20120110,123000,422.1100000,422.1200000,421.5400000,422.0500000,18907
AAPL2,5,20120110,123500,422.0000000,422.1000000,421.7800000,422.0600000,13240
AAPL2,5,20120110,124000,422.0600000,422.0600000,421.7400000,421.7400000,10486
AAPL2,5,20120110,124500,421.7500000,422.0900000,421.7300000,422.0900000,7524
AAPL2,5,20120110,125000,422.0800000,422.1800000,421.6300000,421.7200000,6652
AAPL2,5,20120110,125500,421.7300000,422.1100000,421.7300000,422.1100000,33718
AAPL2,5,20120110,130000,422.1100000,422.1100000,421.8100000,422.0800000,40671
AAPL2,5,20120110,130500,422.0700000,422.6700000,421.9400000,422.3500000,6675
AAPL2,5,20120110,131000,422.4200000,422.5600000,422.1000000,422.1600000,8485
AAPL2,5,20120110,131500,422.2000000,422.2000000,421.9000000,421.9800000,13226
AAPL2,5,20120110,132000,421.9500000,422.3100000,421.7100000,422.3100000,4331
AAPL2,5,20120110,132500,422.1700000,422.1900000,421.9200000,422.0000000,2300
AAPL2,5,20120110,133000,421.9200000,421.9200000,421.8000000,421.8200000,5100
AAPL2,5,20120110,133500,421.8500000,422.8900000,421.8400000,422.8700000,34530
AAPL2,5,20120110,134000,422.9300000,423.4400000,422.9300000,423.2600000,11085
AAPL2,5,20120110,134500,423.4000000,423.8750000,423.4000000,423.6200000,4700
AAPL2,5,20120110,135000,423.6500000,423.7250000,423.4000000,423.4000000,2800
AAPL2,5,20120110,135500,423.4900000,423.5500000,423.1800000,423.2650000,2200
AAPL2,5,20120110,140000,423.3100000,423.5000000,423.0900000,423.2400000,22578
AAPL2,5,20120110,140500,423.1800000,423.2300000,422.9000000,423.2200000,2500
AAPL2,5,20120110,141000,423.2100000,423.3000000,423.2100000,423.2300000,2949
AAPL2,5,20120110,141500,423.2500000,423.3800000,423.2000000,423.3800000,2750
