Wed Jan 04 13:50:00 +0000 2012,GOOGL,667.8600000,668.6350000,667.8500000,668.3900000,2089
Wed Jan 04 13:55:00 +0000 2012,GOOGL,668.4500000,668.4900000,668.1600000,668.4900000,2025
Wed Jan 04 14:00:00 +0000 2012,GOOGL,668.5200000,668.5200000,667.8700000,667.8700000,1344
Wed Jan 04 14:05:00 +0000 2012,GOOGL,667.7500000,667.7600000,667.5000000,667.5000000,600
Wed Jan 04 14:10:00 +0000 2012,GOOGL,667.1900000,667.1900000,667.1600000,667.1600000,200
Wed Jan 04 14:15:00 +0000 2012,GOOGL,667.1000000,667.1000000,666.4400000,666.4400000,410
Wed Jan 04 14:20:00 +0000 2012,GOOGL,666.4000000,666.7800000,666.4000000,666.7800000,400
Wed Jan 04 14:25:00 +0000 2012,GOOGL,667.5200000,667.5600000,667.2900000,667.5600000,600
Wed Jan 04 14:30:00 +0000 2012,GOOGL,667.0000000,667.0200000,666.7000000,667.0200000,4533
Wed Jan 04 14:35:00 +0000 2012,GOOGL,667.0600000,668.0000000,667.0600000,668.0000000,1200
Wed Jan 04 14:40:00 +0000 2012,GOOGL,667.5400000,667.5800000,667.5000000,667.5800000,300
Wed Jan 04 14:45:00 +0000 2012,GOOGL,667.6500000,668.1600000,667.6500000,668.1600000,681
Wed Jan 04 14:50:00 +0000 2012,GOOGL,668.2100000,668.2100000,667.6050000,668.1400000,1200
Wed Jan 04 14:55:00 +0000 2012,GOOGL,668.0400000,668.3200000,668.0400000,668.3200000,700
Wed Jan 04 15:00:00 +0000 2012,GOOGL,668.1500000,668.1500000,667.4800000,667.8100000,1470
Wed Jan 04 15:05:00 +0000 2012,GOOGL,667.6900000,667.6900000,666.5000000,666.5000000,1588
Wed Jan 04 15:10:00 +0000 2012,GOOGL,666.5700000,666.6700000,666.5600000,666.6700000,800
Wed Jan 04 15:15:00 +0000 2012,GOOGL,666.6600000,667.1700000,666.6600000,667.0400000,2000
Wed Jan 04 15:20:00 +0000 2012,GOOGL,666.8600000,666.8600000,665.5200000,665.7300000,2300
Wed Jan 04 15:25:00 +0000 2012,GOOGL,665.8800000,666.2600000,665.7800000,665.9700000,2811
Wed Jan 04 15:30:00 +0000 2012,GOOGL,666.0200000,666.0200000,665.5500000,665.7400000,2240
Wed Jan 04 15:35:00 +0000 2012,GOOGL,665.9700000,665.9700000,665.3700000,665.5000000,1015
Wed Jan 04 15:40:00 +0000 2012,GOOGL,665.4700000,665.8700000,665.4700000,665.7300000,900
Wed Jan 04 15:45:00 +0000 2012,GOOGL,666.2400000,666.4600000,666.1700000,666.4100000,2200
Wed Jan 04 15:50:00 +0000 2012,GOOGL,666.6000000,666.6100000,665.4600000,665.4600000,3700
Wed Jan 04 15:55:00 +0000 2012,GOOGL,665.4400000,667.4400000,665.4400000,667.4300000,5659
Wed Jan 04 16:00:00 +0000 2012,GOOGL,667.4500000,668.2000000,667.2300000,668.0100000,8606
Thu Jan 05 09:35:00 +0000 2012,GOOGL,662.1300000,662.7700000,659.0800000,662.7700000,15964
Thu Jan 05 09:40:00 +0000 2012,GOOGL,662.5000000,663.9500000,660.5800000,660.5800000,10675
Thu Jan 05 09:45:00 +0000 2012,GOOGL,660.5100000,661.3200000,660.2800000,660.3800000,15618
Thu Jan 05 09:50:00 +0000 2012,GOOGL,660.4000000,661.1800000,660.3600000,660.6400000,9876
Thu Jan 05 09:55:00 +0000 2012,GOOGL,660.5900000,662.5300000,660.5900000,662.2100000,5725
Thu Jan 05 10:00:00 +0000 2012,GOOGL,662.2300000,662.2300000,661.2500000,661.7500000,6324
Thu Jan 05 10:05:00 +0000 2012,GOOGL,661.4000000,661.5000000,660.9200000,661.0500000,9566
Thu Jan 05 10:10:00 +0000 2012,GOOGL,661.1000000,661.4500000,660.9300000,661.2200000,5803
Thu Jan 05 10:15:00 +0000 2012,GOOGL,661.0800000,662.0000000,661.0400000,662.0000000,3404
Thu Jan 05 10:20:00 +0000 2012,GOOGL,662.0300000,663.3800000,662.0300000,663.2100000,6855
Thu Jan 05 10:25:00 +0000 2012,GOOGL,662.9700000,662.9700000,661.9100000,662.7900000,3026
Thu Jan 05 10:30:00 +0000 2012,GOOGL,663.0700000,663.1200000,662.2800000,662.7500000,2700
Thu Jan 05 10:35:00 +0000 2012,GOOGL,662.6600000,662.6600000,660.9000000,661.2700000,5968
Thu Jan 05 10:40:00 +0000 2012,GOOGL,661.2300000,661.4000000,658.8600000,659.8500000,22832
