<close_time>,<TICKER>,<DATE>,<OPEN>,<LOW>,<CLOSE>,<VOL>
Tue Jan 03 09:35:00 +0000 2012,AAPL2,5,20120103,093500,409.5100000,410.0000000,409.0000000,409.7800000,91854
Tue Jan 03 09:55:00 +0000 2012,AAPL2,5,20120103,095500,411.2500000,411.5000000,410.8500000,410.9500000,16567
Tue Jan 03 10:00:00 +0000 2012,AAPL2,5,20120103,100000,410.9500000,411.2500000,410.9500000,411.2500000,8165
Tue Jan 03 10:05:00 +0000 2012,AAPL2,5,20120103,100500,411.2800000,411.7400000,411.1600000,411.5800000,31895
Tue Jan 03 10:10:00 +0000 2012,AAPL2,5,20120103,101000,411.6900000,412.0000000,411.5900000,411.9000000,28228
Tue Jan 03 10:15:00 +0000 2012,AAPL2,5,20120103,101500,411.8900000,412.2000000,411.5700000,411.7500000,22405
