<TICKER>,<PER 5 min>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL,5,20120106,114500,177.2100000,177.3400000,177.1200000,177.1200000,32560
AAPL,5,20120106,115000,177.1200000,177.2000000,177.0100000,177.0600000,41630
AAPL,5,20120106,115500,177.1000000,177.2000000,177.0600000,177.1000000,21770
AAPL,5,20120106,120000,177.1000000,177.3000000,177.0700000,177.2600000,16700
AAPL,5,20120106,120500,177.2200000,177.6200000,177.1600000,177.5000000,106690
AAPL,5,20120106,121000,177.5000000,178.1900000,177.5000000,178.0000000,830500
AAPL,5,20120106,121500,177.9700000,177.9900000,177.6600000,177.8100000,151740
AAPL,5,20120106,122000,177.8500000,177.8800000,176.9600000,177.6600000,508370
AAPL,5,20120106,122500,177.6600000,177.7200000,177.3700000,177.3700000,113270
AAPL,5,20120106,123000,177.3500000,177.5800000,177.2000000,177.4300000,78940
AAPL,5,20120106,123500,177.3500000,177.5900000,177.2500000,177.5000000,31900
AAPL,5,20120106,124000,177.5400000,177.7000000,177.3500000,177.7000000,63220
AAPL,5,20120106,124500,177.7000000,178.0800000,177.7000000,177.9900000,595700
AAPL,5,20120106,125000,177.9400000,178.0900000,177.8700000,177.9200000,335860
AAPL,5,20120106,125500,177.8900000,178.1600000,177.7300000,177.8000000,96320
AAPL,5,20120106,130000,177.8500000,178.0800000,177.7900000,177.9700000,83510
AAPL,5,20120106,130500,177.9800000,178.2000000,177.8000000,178.0300000,312110
AAPL,5,20120106,131000,178.0000000,178.0300000,177.8100000,177.8100000,43990
AAPL,5,20120106,131500,177.8400000,178.0900000,177.7000000,177.8200000,182320
AAPL,5,20120106,132000,177.8100000,177.8500000,177.5600000,177.6600000,42730
AAPL,5,20120106,132500,177.6700000,178.0800000,177.5600000,177.9500000,100480
AAPL,5,20120106,133000,177.9400000,177.9800000,177.7300000,177.7300000,35330
AAPL,5,20120106,133500,177.7300000,177.9400000,177.7200000,177.9000000,34820
AAPL,5,20120106,134000,177.9300000,178.0600000,177.8100000,177.9400000,74250
AAPL,5,20120106,134500,177.8600000,178.0700000,177.8600000,178.0500000,42180
AAPL,5,20120106,135000,177.9600000,178.0400000,177.7800000,177.7800000,33570
AAPL,5,20120106,135500,177.7800000,177.9000000,177.6100000,177.9000000,45710
AAPL,5,20120106,140000,177.8800000,177.9900000,177.7900000,177.9400000,58350
AAPL,5,20120106,140500,177.9400000,177.9800000,177.8000000,177.9500000,33430
AAPL,5,20120106,141000,177.9200000,178.1000000,177.9200000,178.1000000,106710
AAPL,5,20120106,141500,178.0700000,178.1600000,177.9500000,178.1500000,81840
AAPL,5,20120106,142000,178.1400000,178.3800000,178.1000000,178.2500000,310080
AAPL,5,20120106,142500,178.2400000,178.2700000,178.0800000,178.1600000,113570
AAPL,5,20120106,143000,178.1000000,178.3000000,178.0800000,178.2700000,172830
AAPL,5,20120106,143500,178.2900000,178.3000000,178.1400000,178.1500000,121400
AAPL,5,20120106,144000,178.1900000,178.2500000,178.1300000,178.1700000,50230
AAPL,5,20120106,144500,178.2100000,178.3300000,177.8800000,178.1500000,194060
AAPL,5,20120106,145000,178.1500000,178.2000000,177.9800000,177.9800000,74070
AAPL,5,20120106,145500,177.9800000,178.1500000,177.9500000,178.0100000,52200
AAPL,5,20120106,150000,178.1000000,178.1200000,177.9000000,178.0100000,67480
AAPL,5,20120106,150500,177.9500000,178.0100000,177.2800000,177.2800000,359580
AAPL,5,20120106,151000,177.2800000,177.4600000,177.1000000,177.4200000,315580
AAPL,5,20120106,151500,177.4100000,177.7600000,177.3900000,177.6700000,79400
AAPL,5,20120106,152000,177.6600000,177.7000000,177.1400000,177.3400000,372920
AAPL,5,20120106,152500,177.3300000,177.4100000,177.2000000,177.2000000,66780
AAPL,5,20120106,153000,177.2100000,177.5000000,177.2000000,177.3500000,116110
AAPL,5,20120106,153500,177.3500000,177.8600000,177.2100000,177.7900000,257370
AAPL,5,20120106,154000,177.7900000,177.8000000,177.5400000,177.7300000,96610
AAPL,5,20120106,154500,177.7400000,177.9000000,177.6200000,177.9000000,99360
AAPL,5,20120106,155000,177.9000000,178.0900000,177.8800000,178.0000000,286790
AAPL,5,20120106,155500,178.0000000,178.1300000,178.0000000,178.0500000,73420
AAPL,5,20120106,160000,178.1000000,178.1300000,177.9200000,178.1300000,88850
AAPL,5,20120106,160500,178.1300000,178.4500000,178.1100000,178.3100000,777530
AAPL,5,20120106,161000,178.3100000,178.4000000,178.0700000,178.1800000,186150
AAPL,5,20120106,161500,178.1900000,178.2000000,177.9700000,178.1000000,108720
AAPL,5,20120106,162000,178.1300000,178.1600000,178.0300000,178.0400000,26250
AAPL,5,20120106,162500,178.0400000,178.1400000,177.9700000,178.0400000,17610
AAPL,5,20120106,163000,178.0800000,178.1000000,178.0800000,178.1000000,75870
AAPL,5,20120106,163500,178.1000000,178.4000000,178.0200000,178.3500000,426470
AAPL,5,20120106,164000,178.3800000,178.4200000,178.2500000,178.4100000,224840
AAPL,5,20120106,164500,178.3900000,178.4900000,178.1400000,178.2200000,150670
AAPL,5,20120106,165000,178.2000000,178.4000000,178.1100000,178.3000000,125810
AAPL,5,20120106,165500,178.3000000,178.3600000,178.0700000,178.2000000,184870
AAPL,5,20120106,170000,178.1700000,178.3600000,178.0500000,178.0600000,120410
AAPL,5,20120106,170500,178.0800000,178.2000000,178.0500000,178.1000000,158730
AAPL,5,20120106,171000,178.1000000,178.2000000,178.0000000,178.1700000,192880
AAPL,5,20120106,171500,178.2000000,178.2000000,177.4500000,177.7000000,373690
AAPL,5,20120106,172000,177.6600000,177.8800000,177.6600000,177.7500000,106050
AAPL,5,20120106,172500,177.7900000,178.0000000,177.6900000,177.8300000,206590
AAPL,5,20120106,173000,177.8300000,178.1300000,177.8000000,178.0100000,113850
AAPL,5,20120106,173500,178.0200000,178.6400000,177.9500000,178.3200000,1446970
AAPL,5,20120106,174000,178.3500000,178.7200000,178.3000000,178.3000000,539390
AAPL,5,20120106,174500,178.3600000,178.3900000,177.8600000,178.0100000,232670
AAPL,5,20120106,175000,178.0600000,178.1600000,177.8000000,178.0700000,262730
AAPL,5,20120106,175500,178.0800000,178.1400000,177.6700000,177.8500000,230000
AAPL,5,20120106,180000,177.8400000,177.8600000,177.4900000,177.7500000,450880
AAPL,5,20120106,180500,177.8000000,177.8400000,177.4000000,177.5900000,330020
AAPL,5,20120106,181000,177.5100000,177.9000000,177.5100000,177.6600000,131270
AAPL,5,20120106,181500,177.6600000,177.9000000,177.5700000,177.6600000,94540
AAPL,5,20120106,182000,177.6500000,177.8600000,177.5600000,177.6400000,171130
AAPL,5,20120106,182500,177.6400000,177.7500000,177.3300000,177.3300000,497130
AAPL,5,20120106,183000,177.3300000,177.6300000,177.3300000,177.5300000,236740
AAPL,5,20120106,183500,177.5100000,177.6700000,177.2500000,177.2600000,795370
AAPL,5,20120106,184000,177.2500000,177.3500000,177.0000000,177.0400000,742370
AAPL,5,20120106,184500,177.0500000,177.1100000,176.1100000,176.2000000,1265340
AAPL,5,20120109,100500,175.9500000,176.3600000,174.5100000,174.9400000,1228750
AAPL,5,20120109,101000,174.9600000,175.1200000,174.5700000,174.8200000,551620
AAPL,5,20120109,101500,174.8400000,174.8900000,174.3300000,174.7600000,513540
AAPL,5,20120109,102000,174.7300000,175.0000000,174.5000000,174.8700000,489780
AAPL,5,20120109,102500,174.9300000,175.1800000,174.8200000,175.1800000,249740
AAPL,5,20120109,103000,175.1700000,175.2200000,175.0900000,175.1000000,109160
AAPL,5,20120109,103500,175.1000000,175.1600000,174.5600000,174.9000000,505670
AAPL,5,20120109,104000,174.9100000,175.2000000,174.8800000,175.1800000,61730
AAPL,5,20120109,104500,175.1900000,175.2300000,175.1200000,175.2000000,117020
AAPL,5,20120109,105000,175.2000000,175.2000000,175.0700000,175.0800000,59650
AAPL,5,20120109,105500,175.0800000,175.2700000,175.0800000,175.1900000,43740
AAPL,5,20120109,110000,175.1800000,175.3900000,175.1700000,175.2000000,104580
AAPL,5,20120109,110500,175.2000000,175.2000000,174.8800000,175.0300000,301610
AAPL,5,20120109,111000,175.0000000,175.2000000,174.9100000,174.9900000,152930
AAPL,5,20120109,111500,174.9800000,175.1100000,174.9100000,175.0500000,73540
AAPL,5,20120109,112000,174.9800000,175.0700000,174.5700000,174.6500000,226320
AAPL,5,20120109,112500,174.7100000,174.8700000,174.5700000,174.8100000,97990
AAPL,5,20120109,113000,174.7300000,174.9400000,174.7300000,174.8000000,77780
AAPL,5,20120109,113500,174.7700000,175.3000000,174.7700000,175.2900000,166620
AAPL,5,20120109,114000,175.3000000,175.4000000,175.0100000,175.3000000,134230
AAPL,5,20120109,114500,175.2100000,175.3000000,175.0200000,175.1100000,56500
AAPL,5,20120109,115000,175.1100000,175.2000000,175.0100000,175.1600000,30390
AAPL,5,20120109,115500,175.1600000,175.3200000,175.1200000,175.2100000,71620
AAPL,5,20120109,120000,175.2200000,175.7100000,175.2100000,175.6600000,355400
AAPL,5,20120109,120500,175.6400000,175.9200000,175.5500000,175.7100000,473840
AAPL,5,20120109,121000,175.6500000,175.9400000,175.6100000,175.8500000,324150
AAPL,5,20120109,121500,175.8500000,175.8500000,175.5400000,175.7300000,243780
AAPL,5,20120109,122000,175.7100000,176.0000000,175.3400000,176.0000000,489510
AAPL,5,20120109,122500,175.9800000,176.3600000,175.9800000,176.2700000,806230
AAPL,5,20120109,123000,176.1800000,176.3800000,175.9700000,176.1500000,336810
AAPL,5,20120109,123500,176.0900000,176.6500000,176.0900000,176.6100000,840590
AAPL,5,20120109,124000,176.5400000,176.5700000,176.1000000,176.3700000,226570
AAPL,5,20120109,124500,176.3600000,176.5900000,176.2700000,176.4400000,145080
AAPL,5,20120109,125000,176.4400000,176.5000000,176.3100000,176.3100000,367580
AAPL,5,20120109,125500,176.3100000,176.4400000,176.3100000,176.3500000,154520
AAPL,5,20120109,130000,176.3500000,176.4200000,176.3000000,176.3200000,212480
AAPL,5,20120109,130500,176.3300000,176.3300000,175.9000000,176.0400000,368160
AAPL,5,20120109,131000,176.0500000,176.4100000,176.0400000,176.3000000,189510
AAPL,5,20120109,131500,176.2700000,176.5000000,176.2700000,176.3100000,313770
AAPL,5,20120109,132000,176.3100000,176.4200000,175.9000000,175.9300000,277740
AAPL,5,20120109,132500,175.9200000,176.3000000,175.9100000,176.3000000,192980
AAPL,5,20120109,133000,176.2400000,176.3000000,176.0400000,176.2100000,50710
AAPL,5,20120109,133500,176.2000000,176.4900000,175.9600000,176.0300000,145850
AAPL,5,20120109,134000,176.0000000,176.1500000,176.0000000,176.1000000,100030
AAPL,5,20120109,134500,176.0200000,176.2600000,176.0200000,176.1900000,104130
AAPL,5,20120109,135000,176.1200000,176.2200000,175.6600000,175.9600000,202820
AAPL,5,20120109,135500,175.9600000,176.2200000,175.9000000,176.1900000,120090
AAPL,5,20120109,140000,176.1300000,176.2500000,176.0600000,176.1900000,204800
AAPL,5,20120109,140500,176.1900000,176.4100000,175.8100000,176.3000000,393430
AAPL,5,20120109,141000,176.3000000,176.3400000,175.9000000,176.0000000,109970
AAPL,5,20120109,141500,175.9800000,176.3900000,175.9700000,176.1500000,83630
AAPL,5,20120109,142000,176.1600000,176.1700000,175.9200000,176.0600000,69300
AAPL,5,20120109,142500,176.0600000,176.1300000,175.9200000,176.1100000,96180
AAPL,5,20120109,143000,176.0200000,176.1100000,176.0000000,176.0000000,21070
AAPL,5,20120109,143500,176.0000000,176.3500000,175.9300000,176.1500000,132890
AAPL,5,20120109,144000,176.1600000,176.3000000,176.1600000,176.2800000,53450
AAPL,5,20120109,144500,176.3100000,176.3500000,176.1800000,176.3300000,69730
AAPL,5,20120109,145000,176.3400000,176.4300000,176.2200000,176.2300000,83450
AAPL,5,20120109,145500,176.2000000,176.3100000,176.0300000,176.2000000,58780
AAPL,5,20120109,150000,176.1500000,176.1600000,176.0000000,176.0000000,81130
AAPL,5,20120109,150500,176.0000000,176.1000000,175.2900000,175.6500000,635990
AAPL,5,20120109,151000,175.6500000,175.7400000,175.5000000,175.5600000,121370
AAPL,5,20120109,151500,175.5700000,175.7700000,175.3700000,175.5700000,230730
AAPL,5,20120109,152000,175.5700000,175.7500000,175.3100000,175.6700000,174300
AAPL,5,20120109,152500,175.6500000,175.7000000,175.5400000,175.5600000,43130
AAPL,5,20120109,153000,175.6500000,175.7700000,175.6200000,175.7700000,32040
AAPL,5,20120109,153500,175.7700000,175.9000000,175.7500000,175.8000000,85630
AAPL,5,20120109,154000,175.7600000,175.9800000,175.6500000,175.8200000,548330
AAPL,5,20120109,154500,175.8000000,176.0400000,175.7400000,175.9500000,97640
AAPL,5,20120109,155000,176.0500000,176.1600000,175.8500000,175.9300000,60080
AAPL,5,20120109,155500,176.0000000,176.0000000,175.7500000,175.7500000,36930
AAPL,5,20120109,160000,175.8400000,175.8800000,175.5700000,175.7400000,66230
AAPL,5,20120109,160500,175.7800000,175.9800000,175.7300000,175.8300000,54050
AAPL,5,20120109,161000,175.8900000,175.9100000,175.6500000,175.6900000,33090
AAPL,5,20120109,161500,175.7500000,175.8200000,175.4400000,175.5500000,286910
AAPL,5,20120109,162000,175.6400000,175.7300000,175.5200000,175.5300000,294620
AAPL,5,20120109,162500,175.5600000,175.7200000,175.5200000,175.5900000,97680
AAPL,5,20120109,163000,175.5900000,175.7200000,175.4800000,175.6400000,54540
AAPL,5,20120109,163500,175.6400000,175.9700000,175.5700000,175.7900000,208690
AAPL,5,20120109,164000,175.8400000,176.4000000,175.8400000,176.4000000,459540
AAPL,5,20120109,164500,176.4000000,176.6000000,176.3000000,176.4000000,502220
AAPL,5,20120109,165000,176.4400000,176.4500000,176.1000000,176.2700000,305640
AAPL,5,20120109,165500,176.2500000,176.3700000,176.2100000,176.2800000,72310
AAPL,5,20120109,170000,176.2700000,176.4000000,176.2400000,176.3800000,68460
AAPL,5,20120109,170500,176.3800000,176.4300000,176.2400000,176.2500000,66760
AAPL,5,20120109,171000,176.2600000,176.3100000,176.0600000,176.2000000,123550
AAPL,5,20120109,171500,176.2000000,176.3300000,176.1400000,176.1400000,40610
AAPL,5,20120109,172000,176.1300000,176.2900000,176.1100000,176.2300000,30710
AAPL,5,20120109,172500,176.2500000,176.5600000,176.2200000,176.5000000,153490
AAPL,5,20120109,173000,176.3800000,176.4800000,176.0200000,176.2200000,94070
AAPL,5,20120109,173500,176.2500000,176.3000000,176.0300000,176.0800000,57510
AAPL,5,20120109,174000,176.1100000,176.3100000,176.0900000,176.2400000,94270
AAPL,5,20120109,174500,176.2500000,176.3700000,176.1600000,176.2700000,154020
AAPL,5,20120109,175000,176.2700000,176.3200000,176.2500000,176.2500000,49340
AAPL,5,20120109,175500,176.2500000,176.9000000,176.2500000,176.8300000,334520
AAPL,5,20120109,180000,176.8300000,177.0800000,176.7800000,177.0800000,412870
AAPL,5,20120109,180500,177.0800000,177.3500000,177.0500000,177.2500000,579170
AAPL,5,20120109,181000,177.2700000,177.2800000,177.0900000,177.1000000,956020
AAPL,5,20120109,181500,177.0900000,177.1100000,176.9800000,177.0000000,247430
AAPL,5,20120109,182000,177.0800000,177.2100000,176.9700000,176.9800000,152750
AAPL,5,20120109,182500,176.9800000,177.0000000,176.8200000,176.9800000,89550
AAPL,5,20120109,183000,176.9700000,177.1000000,176.9100000,176.9100000,76100
AAPL,5,20120109,183500,177.0100000,177.0700000,176.7300000,176.8200000,199080
AAPL,5,20120109,184000,176.8400000,177.3000000,176.8000000,177.2900000,927100
AAPL,5,20120109,184500,177.3000000,177.5700000,176.7300000,177.2700000,1733250
AAPL,5,20120110,100500,177.9200000,178.5000000,177.6700000,178.0000000,998530
AAPL,5,20120110,101000,178.0000000,178.0000000,177.5700000,177.7800000,426700
AAPL,5,20120110,101500,177.8300000,177.8500000,177.6500000,177.6500000,261400
AAPL,5,20120110,102000,177.7000000,178.0000000,177.6700000,178.0000000,843510
AAPL,5,20120110,102500,177.9400000,178.5000000,177.9400000,178.4000000,1221540
AAPL,5,20120110,103000,178.3300000,178.4400000,178.1500000,178.2600000,269050
AAPL,5,20120110,103500,178.2600000,178.4700000,178.0000000,178.0000000,562080
AAPL,5,20120110,104000,178.0200000,178.2400000,178.0000000,178.1600000,283410
AAPL,5,20120110,104500,178.2000000,178.2900000,178.1600000,178.2600000,151530
AAPL,5,20120110,105000,178.2600000,178.3700000,178.1300000,178.2500000,191590
AAPL,5,20120110,105500,178.2500000,178.3300000,178.1000000,178.3200000,445170
AAPL,5,20120110,110000,178.3200000,178.4500000,178.3000000,178.4000000,319600
AAPL,5,20120110,110500,178.4000000,178.4600000,178.3000000,178.4000000,237280
AAPL,5,20120110,111000,178.4000000,178.4300000,178.2700000,178.3500000,171000
AAPL,5,20120110,111500,178.3500000,178.4300000,178.1500000,178.3200000,232920
AAPL,5,20120110,112000,178.3300000,178.4100000,178.2700000,178.3700000,104430
AAPL,5,20120110,112500,178.3900000,178.4500000,178.2600000,178.2600000,238000
AAPL,5,20120110,113000,178.2600000,178.4000000,178.2600000,178.2800000,64160
AAPL,5,20120110,113500,178.3000000,178.5000000,178.2800000,178.3200000,342920
AAPL,5,20120110,114000,178.3500000,178.4400000,178.2400000,178.2500000,275500
AAPL,5,20120110,114500,178.2900000,178.2900000,178.0000000,178.1600000,679740
AAPL,5,20120110,115000,178.1900000,178.1900000,178.0500000,178.1500000,57290
AAPL,5,20120110,115500,178.1500000,178.1700000,178.0700000,178.1000000,44440
AAPL,5,20120110,120000,178.1000000,178.4000000,178.0800000,178.4000000,150670
AAPL,5,20120110,120500,178.4000000,178.4500000,178.1200000,178.3400000,523160
AAPL,5,20120110,121000,178.3400000,178.4500000,177.6500000,177.7700000,756970
AAPL,5,20120110,121500,177.7700000,177.9000000,177.5100000,177.6500000,566710
AAPL,5,20120110,122000,177.6600000,178.1300000,177.6100000,178.1300000,622500
AAPL,5,20120110,122500,178.1000000,178.5000000,178.0200000,178.3600000,852960
AAPL,5,20120110,123000,178.3900000,178.5000000,178.3500000,178.4800000,1164640
AAPL,5,20120110,123500,178.4700000,179.5500000,178.4700000,179.3400000,3087450
AAPL,5,20120110,124000,179.3500000,179.6000000,179.1600000,179.3500000,1275080
AAPL,5,20120110,124500,179.3700000,179.4500000,179.2000000,179.2100000,343790
AAPL,5,20120110,125000,179.2500000,179.3600000,179.2000000,179.3000000,232940
AAPL,5,20120110,125500,179.3100000,179.3600000,178.9300000,178.9300000,321200
AAPL,5,20120110,130000,178.9800000,179.0900000,178.7600000,179.0200000,478450
AAPL,5,20120110,130500,179.0600000,179.3100000,179.0600000,179.2000000,175980
AAPL,5,20120110,131000,179.1400000,179.2600000,179.0000000,179.0800000,189050
AAPL,5,20120110,131500,179.0300000,179.1400000,179.0300000,179.0600000,98760
AAPL,5,20120110,132000,179.0900000,179.3500000,179.0000000,179.2000000,420180
AAPL,5,20120110,132500,179.1400000,179.4800000,179.1000000,179.3000000,365240
AAPL,5,20120110,133000,179.2700000,179.5000000,179.0900000,179.4000000,364160
AAPL,5,20120110,133500,179.3900000,179.5600000,179.3600000,179.4800000,1274470
AAPL,5,20120110,134000,179.4800000,179.7700000,179.3400000,179.7700000,795870
AAPL,5,20120110,134500,179.7500000,179.7500000,179.4900000,179.5200000,303350
AAPL,5,20120110,135000,179.5100000,179.5600000,179.3500000,179.4300000,110830
AAPL,5,20120110,135500,179.3700000,179.4600000,179.3400000,179.3700000,175440
AAPL,5,20120110,140000,179.3600000,179.4900000,179.3400000,179.4800000,159480
AAPL,5,20120110,140500,179.4800000,179.6800000,179.4100000,179.6600000,295090
AAPL,5,20120110,141000,179.6700000,179.8100000,179.5600000,179.7500000,463550
AAPL,5,20120110,141500,179.7500000,179.8000000,179.5900000,179.6500000,312730
AAPL,5,20120110,142000,179.6300000,179.6800000,179.5200000,179.5900000,276120
AAPL,5,20120110,142500,179.6000000,179.6000000,179.0600000,179.2300000,1146410
AAPL,5,20120110,143000,179.2300000,179.3900000,179.1200000,179.1300000,725530
AAPL,5,20120110,143500,179.2000000,179.3500000,179.1100000,179.3200000,206870
AAPL,5,20120110,144000,179.3200000,179.3400000,179.2300000,179.3300000,46340
AAPL,5,20120110,144500,179.3000000,179.3000000,179.1700000,179.2800000,164700
AAPL,5,20120110,145000,179.2800000,179.3500000,179.2800000,179.3100000,65360
AAPL,5,20120110,145500,179.3100000,179.3500000,179.2400000,179.3300000,105290
AAPL,5,20120110,150000,179.3300000,179.3800000,179.2900000,179.3000000,138920
AAPL,5,20120110,150500,179.3000000,179.3700000,179.1300000,179.3500000,297840
AAPL,5,20120110,151000,179.3300000,179.5700000,179.3000000,179.5500000,325710
AAPL,5,20120110,151500,179.5500000,179.7500000,179.4100000,179.5900000,1135910
AAPL,5,20120110,152000,179.6000000,179.6600000,179.4000000,179.4900000,166390
AAPL,5,20120110,152500,179.4900000,179.5100000,179.4000000,179.4400000,30020
AAPL,5,20120110,153000,179.4600000,179.5000000,179.3100000,179.3500000,248240
AAPL,5,20120110,153500,179.3500000,179.6000000,179.3500000,179.5500000,156940
AAPL,5,20120110,154000,179.5700000,179.7700000,179.5000000,179.7000000,204060
AAPL,5,20120110,154500,179.7000000,179.8500000,179.6500000,179.8400000,437380
AAPL,5,20120110,155000,179.8500000,179.8700000,179.7500000,179.7500000,275170
AAPL,5,20120110,155500,179.7500000,179.8000000,179.6900000,179.7300000,406640
AAPL,5,20120110,160000,179.7400000,179.9100000,179.7000000,179.7800000,480690
AAPL,5,20120110,160500,179.8000000,179.9700000,179.7300000,179.9200000,451240
AAPL,5,20120110,161000,179.9300000,179.9400000,179.6500000,179.7300000,334960
AAPL,5,20120110,161500,179.7100000,179.7600000,179.4500000,179.4900000,262560
AAPL,5,20120110,162000,179.4700000,179.9800000,179.4600000,179.7000000,415200
AAPL,5,20120110,162500,179.7000000,179.9800000,179.6500000,179.9700000,477390
AAPL,5,20120110,163000,179.9400000,179.9800000,179.8300000,179.9800000,804270
AAPL,5,20120110,163500,179.9800000,179.9900000,179.8400000,179.9200000,1542300
AAPL,5,20120110,164000,179.9200000,179.9900000,179.8700000,179.9900000,231320
AAPL,5,20120110,164500,179.9900000,179.9900000,179.6400000,179.7700000,583880
AAPL,5,20120110,165000,179.7700000,179.9300000,179.6100000,179.7200000,424590
AAPL,5,20120110,165500,179.7500000,179.8000000,179.6500000,179.6500000,262170
AAPL,5,20120110,170000,179.7000000,179.8000000,179.4900000,179.5300000,726570
AAPL,5,20120110,170500,179.5300000,179.9900000,179.5000000,179.6200000,900230
AAPL,5,20120110,171000,179.6200000,179.7100000,179.5300000,179.6200000,222640
AAPL,5,20120110,171500,179.6100000,179.8000000,179.5200000,179.6300000,166370
AAPL,5,20120110,172000,179.6300000,179.7300000,179.5600000,179.6300000,155200
AAPL,5,20120110,172500,179.6800000,179.7900000,179.6300000,179.7300000,48860
AAPL,5,20120110,173000,179.7400000,179.8300000,179.7400000,179.7500000,62160
AAPL,5,20120110,173500,179.7500000,179.7700000,179.6500000,179.7400000,69590
AAPL,5,20120110,174000,179.7400000,179.8000000,179.6600000,179.7400000,85350
AAPL,5,20120110,174500,179.7500000,179.7700000,179.5800000,179.6900000,148500
AAPL,5,20120110,175000,179.6100000,179.6700000,179.5700000,179.5700000,88390
AAPL,5,20120110,175500,179.5700000,179.5800000,179.3000000,179.3600000,475310
AAPL,5,20120110,180000,179.4000000,179.4600000,179.3000000,179.3800000,268360
AAPL,5,20120110,180500,179.3700000,179.4300000,179.3300000,179.4100000,194750
AAPL,5,20120110,181000,179.4200000,179.4700000,179.3300000,179.3300000,121100
AAPL,5,20120110,181500,179.3400000,179.4500000,179.3100000,179.3600000,256110
AAPL,5,20120110,182000,179.3600000,179.4400000,179.3100000,179.3700000,128420
AAPL,5,20120110,182500,179.4200000,179.5500000,179.3500000,179.5500000,173870
AAPL,5,20120110,183000,179.5000000,179.6900000,179.3700000,179.6000000,265890
AAPL,5,20120110,183500,179.6000000,179.6600000,179.4100000,179.5100000,488140
AAPL,5,20120110,184000,179.5400000,179.6200000,179.3500000,179.3500000,759470
AAPL,5,20120110,184500,179.3500000,179.6700000,179.2100000,179.6100000,994050
AAPL,5,20120111,100500,178.8600000,178.8700000,178.3600000,178.4000000,663440
AAPL,5,20120111,101000,178.4100000,178.6100000,178.4100000,178.5900000,324420
AAPL,5,20120111,101500,178.5700000,178.6700000,178.4700000,178.5000000,574920
AAPL,5,20120111,102000,178.4800000,178.5100000,178.2400000,178.2700000,553170
AAPL,5,20120111,102500,178.2500000,178.5000000,178.0200000,178.0500000,675160
AAPL,5,20120111,103000,178.1200000,178.2000000,178.0400000,178.1100000,330650
AAPL,5,20120111,103500,178.1100000,178.1100000,177.5900000,178.0300000,896240
AAPL,5,20120111,104000,178.0300000,178.3000000,177.9500000,178.2900000,395820
AAPL,5,20120111,104500,178.2900000,178.5500000,178.2000000,178.4300000,665530
AAPL,5,20120111,105000,178.4000000,178.4100000,178.1300000,178.3300000,237540
AAPL,5,20120111,105500,178.2800000,178.5600000,178.2800000,178.5000000,296960
AAPL,5,20120111,110000,178.4600000,178.6700000,178.4500000,178.5500000,431310
AAPL,5,20120111,110500,178.5500000,178.6500000,178.1700000,178.4900000,299870
AAPL,5,20120111,111000,178.4100000,178.4800000,178.2100000,178.4100000,81930
AAPL,5,20120111,111500,178.4600000,178.4700000,178.2700000,178.3000000,81460
AAPL,5,20120111,112000,178.2600000,178.2600000,177.0800000,177.3000000,1709070
AAPL,5,20120111,112500,177.3000000,177.3900000,177.0000000,177.2300000,1328780
AAPL,5,20120111,113000,177.2200000,177.4500000,177.1700000,177.3400000,416170
AAPL,5,20120111,113500,177.3400000,177.5600000,177.1800000,177.4300000,256660
AAPL,5,20120111,114000,177.4200000,177.5000000,177.3300000,177.3400000,74930
AAPL,5,20120111,114500,177.4000000,177.5600000,177.3100000,177.4900000,267440
AAPL,5,20120111,115000,177.4900000,177.6700000,177.4900000,177.6700000,234970
AAPL,5,20120111,115500,177.6500000,177.6700000,177.1200000,177.3900000,421110
AAPL,5,20120111,120000,177.3600000,177.5000000,177.3000000,177.3000000,267440
AAPL,5,20120111,120500,177.3000000,177.6000000,177.1800000,177.4000000,304550
AAPL,5,20120111,121000,177.4000000,177.5000000,177.2000000,177.3900000,176290
AAPL,5,20120111,121500,177.3900000,177.9000000,177.3000000,177.6800000,383070
AAPL,5,20120111,122000,177.6800000,178.7900000,177.6700000,178.6300000,1223700
AAPL,5,20120111,122500,178.6000000,178.7700000,178.4300000,178.4300000,767770
AAPL,5,20120111,123000,178.4300000,178.5300000,178.2500000,178.3400000,192870
AAPL,5,20120111,123500,178.3500000,178.4500000,178.1100000,178.2200000,360310
AAPL,5,20120111,124000,178.2300000,178.5700000,178.1300000,178.4000000,232270
AAPL,5,20120111,124500,178.4000000,178.4400000,178.0200000,178.0200000,224430
AAPL,5,20120111,125000,178.0200000,178.1000000,177.8100000,178.0600000,584990
AAPL,5,20120111,125500,178.0600000,178.0600000,177.5300000,177.6800000,443070
AAPL,5,20120111,130000,177.6700000,177.8700000,177.5700000,177.8300000,251020
AAPL,5,20120111,130500,177.8300000,177.9600000,177.6500000,177.8200000,189410
AAPL,5,20120111,131000,177.8100000,177.9400000,177.7600000,177.8200000,36180
AAPL,5,20120111,131500,177.7700000,178.1500000,177.7700000,178.0500000,78140
AAPL,5,20120111,132000,178.0600000,178.8200000,178.0600000,178.7800000,1021100
AAPL,5,20120111,132500,178.7700000,178.8000000,178.4700000,178.5100000,239150
AAPL,5,20120111,133000,178.5200000,178.8000000,178.4600000,178.8000000,238330
AAPL,5,20120111,133500,178.8000000,178.8500000,178.6400000,178.7100000,401490
AAPL,5,20120111,134000,178.7200000,178.7500000,178.6200000,178.7000000,250790
