<TICKER>,<PER 5 min>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL,5,20120111,134500,178.6900000,178.9900000,178.6900000,178.8800000,538010
AAPL,5,20120111,135000,178.9000000,179.2000000,178.8100000,179.2000000,681020
AAPL,5,20120111,135500,179.2000000,179.3800000,179.1100000,179.3000000,567840
AAPL,5,20120111,140000,179.2900000,179.3700000,179.0000000,179.1700000,516480
AAPL,5,20120111,140500,179.1000000,179.1800000,179.0000000,179.1700000,471040
AAPL,5,20120111,141000,179.0700000,179.1800000,178.8100000,178.9700000,924790
AAPL,5,20120111,141500,178.9000000,179.1800000,178.8800000,179.1800000,414990
AAPL,5,20120111,142000,179.1500000,179.2600000,179.0200000,179.2600000,609820
AAPL,5,20120111,142500,179.2500000,179.4000000,179.2000000,179.3400000,405900
AAPL,5,20120111,143000,179.3000000,179.3300000,178.8600000,178.8600000,299970
AAPL,5,20120111,143500,178.8600000,179.0000000,178.5300000,178.7800000,438970
AAPL,5,20120111,144000,178.7600000,178.9500000,178.7400000,178.8500000,100850
AAPL,5,20120111,144500,178.8500000,178.9500000,178.6400000,178.6500000,80500
AAPL,5,20120111,145000,178.6400000,178.6900000,178.5000000,178.6000000,267090
AAPL,5,20120111,145500,178.5700000,178.7400000,178.5600000,178.7400000,130520
AAPL,5,20120111,150000,178.7000000,178.7600000,178.6000000,178.6000000,42280
AAPL,5,20120111,150500,178.6000000,178.7000000,178.5300000,178.5600000,95190
AAPL,5,20120111,151000,178.6400000,178.6700000,178.5000000,178.5100000,656980
AAPL,5,20120111,151500,178.5000000,178.8000000,178.5000000,178.6500000,273910
AAPL,5,20120111,152000,178.6900000,178.7400000,178.5000000,178.5300000,415270
AAPL,5,20120111,152500,178.5700000,178.6200000,177.7800000,178.0100000,1602420
AAPL,5,20120111,153000,178.0900000,178.4000000,177.9300000,177.9300000,433510
AAPL,5,20120111,153500,177.9600000,177.9700000,177.5000000,177.5700000,1227160
AAPL,5,20120111,154000,177.6000000,178.3000000,177.6000000,178.1500000,656100
AAPL,5,20120111,154500,178.1600000,178.2400000,177.6700000,177.7200000,226220
AAPL,5,20120111,155000,177.7200000,177.8500000,177.6200000,177.7700000,166990
AAPL,5,20120111,155500,177.7400000,177.8100000,177.6300000,177.7900000,156660
AAPL,5,20120111,160000,177.7600000,177.8300000,177.6300000,177.6700000,250960
AAPL,5,20120111,160500,177.6400000,177.6400000,176.7000000,176.7500000,1961130
AAPL,5,20120111,161000,176.7500000,176.8000000,176.3800000,176.6500000,922970
AAPL,5,20120111,161500,176.7100000,177.2600000,176.6500000,177.1700000,593380
AAPL,5,20120111,162000,177.2400000,177.4700000,177.0400000,177.1800000,413090
AAPL,5,20120111,162500,177.1000000,177.4700000,177.0900000,177.4700000,238810
AAPL,5,20120111,163000,177.4300000,177.5000000,177.3100000,177.4400000,283430
AAPL,5,20120111,163500,177.4500000,177.5700000,177.2300000,177.3200000,262900
AAPL,5,20120111,164000,177.3500000,177.3500000,177.0900000,177.1500000,162630
AAPL,5,20120111,164500,177.1500000,177.3500000,177.1500000,177.3100000,61860
AAPL,5,20120111,165000,177.3100000,177.6200000,177.2200000,177.5300000,259560
AAPL,5,20120111,165500,177.5300000,177.9500000,177.4000000,177.8600000,601320
AAPL,5,20120111,170000,177.8300000,178.1300000,177.7900000,177.8900000,504640
AAPL,5,20120111,170500,177.9200000,178.1200000,177.5500000,177.9200000,490400
AAPL,5,20120111,171000,177.9100000,178.1100000,177.7000000,177.7000000,251710
AAPL,5,20120111,171500,177.7100000,177.7800000,177.3100000,177.5000000,283190
AAPL,5,20120111,172000,177.5600000,177.5800000,177.3300000,177.4300000,169860
AAPL,5,20120111,172500,177.4300000,177.4800000,177.2600000,177.2600000,241000
AAPL,5,20120111,173000,177.2900000,177.4600000,177.1700000,177.4100000,232350
AAPL,5,20120111,173500,177.4100000,177.6700000,177.1100000,177.5800000,268670
AAPL,5,20120111,174000,177.5500000,177.8000000,177.5300000,177.6600000,120390
AAPL,5,20120111,174500,177.6700000,177.9600000,177.5500000,177.8700000,146780
AAPL,5,20120111,175000,177.8800000,178.1000000,177.7400000,177.9600000,433390
AAPL,5,20120111,175500,177.9400000,178.3300000,177.8800000,178.2500000,295330
AAPL,5,20120111,180000,178.2800000,178.4400000,178.2200000,178.3800000,341420
AAPL,5,20120111,180500,178.3100000,178.7900000,178.1600000,178.7400000,912880
AAPL,5,20120111,181000,178.7400000,178.7700000,178.5000000,178.7500000,143500
AAPL,5,20120111,181500,178.7600000,178.8800000,178.7000000,178.8300000,583710
AAPL,5,20120111,182000,178.8200000,178.9200000,178.7500000,178.7600000,338690
AAPL,5,20120111,182500,178.7600000,178.7700000,178.5000000,178.5300000,385190
AAPL,5,20120111,183000,178.5400000,178.7200000,178.5300000,178.6500000,334380
AAPL,5,20120111,183500,178.6700000,178.7700000,178.5000000,178.5100000,626680
AAPL,5,20120111,184000,178.5500000,178.7500000,178.1000000,178.1900000,383620
AAPL,5,20120111,184500,178.1400000,178.4900000,177.7300000,178.1000000,1148370
AAPL,5,20120112,100500,178.4800000,178.9100000,178.1100000,178.7100000,350160
AAPL,5,20120112,101000,178.7100000,178.8300000,178.5100000,178.6000000,251800
AAPL,5,20120112,101500,178.6000000,178.8300000,178.5800000,178.7100000,136620
AAPL,5,20120112,102000,178.7800000,179.2500000,178.7800000,179.0800000,425950
AAPL,5,20120112,102500,179.0900000,179.0900000,178.6700000,178.8000000,355910
AAPL,5,20120112,103000,178.7100000,178.8000000,178.5300000,178.6500000,127760
AAPL,5,20120112,103500,178.6000000,178.8000000,178.5300000,178.8000000,127720
AAPL,5,20120112,104000,178.8000000,178.9500000,178.7500000,178.9300000,131290
AAPL,5,20120112,104500,178.9300000,179.0700000,178.5800000,178.6500000,366870
AAPL,5,20120112,105000,178.6500000,179.1000000,178.6500000,178.9500000,358020
AAPL,5,20120112,105500,178.9600000,179.0600000,178.9000000,179.0000000,85960
AAPL,5,20120112,110000,179.0000000,179.0100000,178.8900000,178.9800000,106380
AAPL,5,20120112,110500,178.9400000,179.0000000,178.7200000,178.7300000,170860
AAPL,5,20120112,111000,178.7300000,178.8900000,178.6500000,178.7600000,183910
AAPL,5,20120112,111500,178.7000000,178.7600000,178.6500000,178.6500000,120870
AAPL,5,20120112,112000,178.6500000,178.7000000,178.5900000,178.6300000,412460
AAPL,5,20120112,112500,178.6000000,178.6400000,178.1800000,178.4000000,739480
AAPL,5,20120112,113000,178.4000000,178.6700000,178.3200000,178.5000000,354170
AAPL,5,20120112,113500,178.5000000,178.5600000,178.3800000,178.4500000,246890
AAPL,5,20120112,114000,178.4200000,178.6500000,178.4100000,178.4400000,143910
AAPL,5,20120112,114500,178.4500000,178.5100000,178.1500000,178.3800000,421370
AAPL,5,20120112,115000,178.3800000,178.4900000,178.3000000,178.4200000,54190
AAPL,5,20120112,115500,178.4000000,178.5800000,177.9900000,178.3900000,498270
AAPL,5,20120112,120000,178.3900000,178.4600000,178.1100000,178.2100000,141110
AAPL,5,20120112,120500,178.2500000,178.2900000,178.0000000,178.2000000,501850
AAPL,5,20120112,121000,178.2000000,178.2700000,178.0900000,178.2400000,152220
AAPL,5,20120112,121500,178.2000000,178.4900000,178.1900000,178.4000000,163090
AAPL,5,20120112,122000,178.4000000,178.4800000,178.1500000,178.4000000,273760
AAPL,5,20120112,122500,178.4000000,178.5500000,178.2900000,178.5500000,373150
AAPL,5,20120112,123000,178.5100000,178.5500000,178.3700000,178.5400000,109510
AAPL,5,20120112,123500,178.5400000,178.7900000,178.5400000,178.7000000,274460
AAPL,5,20120112,124000,178.6800000,178.7000000,178.5700000,178.7000000,106300
AAPL,5,20120112,124500,178.7000000,178.7500000,178.4900000,178.5100000,103330
AAPL,5,20120112,125000,178.5200000,178.6700000,178.4700000,178.5800000,52920
AAPL,5,20120112,125500,178.6500000,178.6800000,178.3100000,178.5200000,174010
AAPL,5,20120112,130000,178.5600000,178.5900000,178.5000000,178.5200000,31740
AAPL,5,20120112,130500,178.5100000,178.6500000,178.3500000,178.5500000,425490
AAPL,5,20120112,131000,178.5500000,178.5700000,178.4100000,178.5600000,76620
AAPL,5,20120112,131500,178.5600000,178.5900000,178.4900000,178.5000000,61540
AAPL,5,20120112,132000,178.5000000,178.5600000,178.4500000,178.4600000,57260
AAPL,5,20120112,132500,178.4600000,179.5100000,178.4600000,179.4000000,2381000
AAPL,5,20120112,133000,179.3700000,179.5600000,179.2400000,179.3000000,1706220
AAPL,5,20120112,133500,179.3000000,179.4900000,179.2000000,179.4500000,448540
AAPL,5,20120112,134000,179.4500000,179.4800000,179.3000000,179.3700000,355760
AAPL,5,20120112,134500,179.3700000,179.4800000,179.3000000,179.4800000,258970
AAPL,5,20120112,135000,179.4800000,179.7400000,179.4500000,179.6900000,1867160
AAPL,5,20120112,135500,179.7100000,179.7400000,179.6000000,179.7300000,537750
AAPL,5,20120112,140000,179.7300000,179.7400000,179.6500000,179.7400000,901550
AAPL,5,20120112,140500,179.7400000,179.7400000,179.5500000,179.5600000,442570
AAPL,5,20120112,141000,179.5600000,179.9000000,179.4300000,179.9000000,1022600
AAPL,5,20120112,141500,179.9000000,179.9500000,179.7200000,179.9400000,892530
AAPL,5,20120112,142000,179.9400000,179.9800000,179.5700000,179.7000000,477360
AAPL,5,20120112,142500,179.7100000,179.9500000,179.6000000,179.8700000,650140
AAPL,5,20120112,143000,179.8700000,180.0500000,179.8300000,180.0000000,2752390
AAPL,5,20120112,143500,180.0000000,180.0500000,179.8700000,179.9400000,940010
AAPL,5,20120112,144000,179.9900000,180.0500000,179.9000000,180.0000000,718630
AAPL,5,20120112,144500,180.0000000,180.4800000,179.9800000,180.4800000,2697220
AAPL,5,20120112,145000,180.4600000,180.4800000,180.1000000,180.3300000,649060
AAPL,5,20120112,145500,180.3200000,180.3200000,180.0300000,180.1300000,343750
AAPL,5,20120112,150000,180.1400000,180.4400000,180.1100000,180.2500000,457390
AAPL,5,20120112,150500,180.2100000,180.2700000,180.1900000,180.2300000,329330
AAPL,5,20120112,151000,180.2400000,180.4400000,180.0700000,180.3400000,362490
AAPL,5,20120112,151500,180.3400000,180.4000000,180.0600000,180.1500000,221800
AAPL,5,20120112,152000,180.1300000,180.2000000,179.8500000,179.9700000,402650
AAPL,5,20120112,152500,179.9700000,180.1200000,179.8500000,180.1000000,509640
AAPL,5,20120112,153000,180.0800000,180.1500000,179.9800000,180.0400000,204230
AAPL,5,20120112,153500,180.0400000,180.1100000,180.0200000,180.0200000,239330
AAPL,5,20120112,154000,180.0600000,180.0800000,179.7500000,179.8800000,513310
AAPL,5,20120112,154500,179.8800000,179.8800000,179.5500000,179.7000000,313700
AAPL,5,20120112,155000,179.7000000,180.0000000,179.6400000,179.9300000,414890
AAPL,5,20120112,155500,179.9300000,180.1900000,179.9200000,180.0900000,419390
AAPL,5,20120112,160000,180.0500000,180.1500000,179.8800000,179.9400000,154540
AAPL,5,20120112,160500,179.9400000,180.0800000,179.8900000,180.0500000,77000
AAPL,5,20120112,161000,180.0400000,180.2300000,179.9800000,180.2300000,195230
AAPL,5,20120112,161500,180.2300000,180.3300000,180.2000000,180.2400000,192140
AAPL,5,20120112,162000,180.2400000,180.3300000,180.1000000,180.3300000,201980
AAPL,5,20120112,162500,180.3400000,180.8200000,180.3300000,180.6700000,1473440
AAPL,5,20120112,163000,180.6700000,180.6700000,180.0300000,180.0300000,355590
AAPL,5,20120112,163500,180.0300000,180.3500000,180.0100000,180.2300000,233410
AAPL,5,20120112,164000,180.2500000,180.3200000,180.1600000,180.2200000,184010
AAPL,5,20120112,164500,180.2000000,180.2500000,180.0100000,180.2400000,174920
AAPL,5,20120112,165000,180.2400000,180.2400000,179.3000000,179.9600000,1203760
AAPL,5,20120112,165500,179.9500000,180.0000000,179.8500000,179.8500000,321180
AAPL,5,20120112,170000,179.8500000,179.9500000,179.6900000,179.8000000,327280
AAPL,5,20120112,170500,179.8000000,179.8500000,179.5000000,179.8500000,285270
AAPL,5,20120112,171000,179.8500000,179.9600000,179.6600000,179.7100000,136980
AAPL,5,20120112,171500,179.7800000,179.9000000,179.7000000,179.8100000,224870
AAPL,5,20120112,172000,179.8500000,179.9500000,179.8100000,179.8200000,96390
AAPL,5,20120112,172500,179.8800000,179.8800000,179.6700000,179.6800000,157160
AAPL,5,20120112,173000,179.7000000,179.7000000,179.3500000,179.5700000,608770
AAPL,5,20120112,173500,179.5500000,179.5500000,178.5000000,178.6800000,2743200
AAPL,5,20120112,174000,178.6900000,178.6900000,178.1100000,178.1800000,1765140
AAPL,5,20120112,174500,178.1700000,178.5800000,178.1700000,178.3700000,458900
AAPL,5,20120112,175000,178.3700000,178.3700000,177.9900000,178.2900000,1530850
AAPL,5,20120112,175500,178.2900000,178.5000000,178.1300000,178.4700000,254210
AAPL,5,20120112,180000,178.4700000,178.6500000,178.3500000,178.4100000,406680
AAPL,5,20120112,180500,178.4100000,178.6000000,178.3000000,178.5700000,250280
AAPL,5,20120112,181000,178.5800000,178.9000000,178.5400000,178.8300000,548420
AAPL,5,20120112,181500,178.8300000,178.9700000,178.7600000,178.8600000,337190
AAPL,5,20120112,182000,178.8700000,178.9400000,178.8200000,178.8700000,261320
AAPL,5,20120112,182500,178.8800000,178.9000000,178.3200000,178.3400000,322070
AAPL,5,20120112,183000,178.3200000,178.5100000,178.2700000,178.3800000,265510
AAPL,5,20120112,183500,178.3400000,179.0000000,178.2900000,178.9000000,726590
AAPL,5,20120112,184000,178.8200000,178.9000000,178.2500000,178.2800000,501810
AAPL,5,20120112,184500,178.2600000,178.3500000,177.0400000,177.7400000,4565640
AAPL,5,20120113,100500,178.3000000,178.4700000,177.6000000,177.9000000,583360
AAPL,5,20120113,101000,177.8900000,178.2000000,177.8800000,178.0400000,303420
AAPL,5,20120113,101500,178.1000000,178.1600000,178.0000000,178.1500000,246310
AAPL,5,20120113,102000,178.1500000,178.3400000,178.0300000,178.3000000,338070
AAPL,5,20120113,102500,178.3000000,178.4800000,178.1500000,178.3700000,391020
AAPL,5,20120113,103000,178.3700000,178.4500000,178.1800000,178.3700000,175010
AAPL,5,20120113,103500,178.3700000,178.3700000,178.0000000,178.1400000,386910
AAPL,5,20120113,104000,178.1000000,178.3400000,178.0000000,178.0800000,257690
AAPL,5,20120113,104500,178.0800000,178.2100000,178.0000000,178.0000000,303070
AAPL,5,20120113,105000,178.0000000,178.1300000,178.0000000,178.0400000,549330
AAPL,5,20120113,105500,178.0400000,178.1600000,178.0000000,178.0000000,253770
AAPL,5,20120113,110000,178.0000000,178.1600000,178.0000000,178.0500000,325480
AAPL,5,20120113,110500,178.0500000,178.4000000,178.0500000,178.2800000,196180
AAPL,5,20120113,111000,178.2200000,178.2800000,178.0100000,178.0900000,171410
AAPL,5,20120113,111500,178.0200000,178.1300000,178.0000000,178.0000000,142780
AAPL,5,20120113,112000,178.0100000,178.1500000,178.0100000,178.0200000,193430
AAPL,5,20120113,112500,178.0500000,178.1000000,178.0100000,178.0100000,55070
AAPL,5,20120113,113000,178.0100000,178.2000000,178.0100000,178.1700000,121400
AAPL,5,20120113,113500,178.1200000,178.1700000,178.0300000,178.1500000,50290
AAPL,5,20120113,114000,178.1500000,178.4500000,178.1300000,178.3400000,302900
AAPL,5,20120113,114500,178.3400000,178.6000000,178.3000000,178.5700000,503020
AAPL,5,20120113,115000,178.5700000,178.6400000,178.2000000,178.3500000,235160
AAPL,5,20120113,115500,178.3500000,178.4300000,178.1000000,178.1400000,69860
AAPL,5,20120113,120000,178.1800000,178.6000000,178.1500000,178.4500000,238800
AAPL,5,20120113,120500,178.4200000,178.6100000,178.0000000,178.1100000,873490
AAPL,5,20120113,121000,178.1100000,178.2500000,178.0400000,178.2500000,292140
AAPL,5,20120113,121500,178.1800000,178.2400000,178.0100000,178.1400000,202400
AAPL,5,20120113,122000,178.1500000,178.4700000,178.0400000,178.3700000,255980
AAPL,5,20120113,122500,178.3700000,178.4900000,178.2200000,178.2200000,374600
AAPL,5,20120113,123000,178.2800000,178.3700000,178.0300000,178.2900000,238140
AAPL,5,20120113,123500,178.3200000,178.3800000,178.0400000,178.2200000,247730
AAPL,5,20120113,124000,178.1800000,178.3000000,178.0800000,178.1100000,127750
AAPL,5,20120113,124500,178.1300000,178.3900000,178.0500000,178.3800000,158960
AAPL,5,20120113,125000,178.3700000,178.4800000,178.1600000,178.3000000,176780
AAPL,5,20120113,125500,178.2900000,178.2900000,178.1200000,178.2400000,49820
AAPL,5,20120113,130000,178.1800000,178.2400000,178.0100000,178.0700000,318660
AAPL,5,20120113,130500,178.0300000,178.1200000,178.0000000,178.0200000,499550
AAPL,5,20120113,131000,178.0300000,178.2300000,178.0000000,178.0600000,321710
AAPL,5,20120113,131500,178.0600000,178.1700000,178.0000000,178.1200000,630350
AAPL,5,20120113,132000,178.1200000,178.1600000,178.0000000,178.0000000,298370
AAPL,5,20120113,132500,178.0000000,178.0800000,177.2800000,177.8000000,1451820
AAPL,5,20120113,133000,177.7600000,178.0900000,177.7500000,177.9000000,301590
AAPL,5,20120113,133500,177.9000000,177.9200000,177.6000000,177.7600000,266660
AAPL,5,20120113,134000,177.7900000,177.8900000,177.5100000,177.7100000,275970
AAPL,5,20120113,134500,177.7200000,177.8800000,177.6300000,177.8300000,58690
AAPL,5,20120113,135000,177.8400000,177.9600000,177.6300000,177.9600000,297900
AAPL,5,20120113,135500,177.9700000,178.2400000,177.9000000,178.1000000,411550
AAPL,5,20120113,140000,178.1100000,178.3600000,178.0200000,178.3600000,412010
AAPL,5,20120113,140500,178.2900000,178.3800000,177.9700000,178.2400000,303700
AAPL,5,20120113,141000,178.2400000,178.2800000,178.0200000,178.1100000,209510
AAPL,5,20120113,141500,178.1400000,178.2400000,178.0000000,178.1900000,334700
AAPL,5,20120113,142000,178.1900000,178.2200000,178.1000000,178.2000000,173260
AAPL,5,20120113,142500,178.2000000,178.2900000,177.7100000,177.7700000,671530
AAPL,5,20120113,143000,177.7700000,178.1000000,177.7500000,178.0000000,628210
AAPL,5,20120113,143500,178.0000000,178.2900000,178.0000000,178.0700000,369380
AAPL,5,20120113,144000,178.0800000,178.2000000,178.0300000,178.0600000,137760
AAPL,5,20120113,144500,178.0700000,178.1200000,177.9300000,178.0200000,520750
AAPL,5,20120113,145000,178.0200000,178.0600000,177.9200000,178.0200000,303710
AAPL,5,20120113,145500,178.0500000,178.1200000,177.9300000,178.0000000,113770
AAPL,5,20120113,150000,178.0000000,178.1200000,177.9500000,178.1200000,92160
AAPL,5,20120113,150500,178.1000000,178.1500000,177.9700000,178.1000000,177240
AAPL,5,20120113,151000,178.0200000,178.1100000,177.8000000,178.0700000,473300
AAPL,5,20120113,151500,178.0700000,178.2600000,178.0600000,178.2600000,193160
AAPL,5,20120113,152000,178.2600000,178.3500000,178.1200000,178.2300000,251510
AAPL,5,20120113,152500,178.2300000,178.4900000,178.1500000,178.4500000,641570
AAPL,5,20120113,153000,178.4500000,178.5700000,178.2600000,178.4900000,773610
AAPL,5,20120113,153500,178.4300000,178.6200000,178.4200000,178.4300000,298620
AAPL,5,20120113,154000,178.4400000,178.4700000,178.2900000,178.3200000,93680
AAPL,5,20120113,154500,178.3200000,178.4800000,178.2400000,178.3000000,158480
AAPL,5,20120113,155000,178.3000000,178.4300000,178.2700000,178.3000000,48800
AAPL,5,20120113,155500,178.3000000,178.4300000,178.1700000,178.3200000,185880
AAPL,5,20120113,160000,178.3200000,178.5500000,178.3100000,178.5000000,267960
AAPL,5,20120113,160500,178.4800000,178.8900000,178.2300000,178.4900000,1237010
AAPL,5,20120113,161000,178.4700000,179.3400000,178.4000000,179.3100000,1535110
AAPL,5,20120113,161500,179.3100000,179.3500000,178.9300000,179.0900000,418540
AAPL,5,20120113,162000,179.0700000,179.1100000,178.8600000,178.9100000,209530
AAPL,5,20120113,162500,178.8600000,179.0800000,178.8400000,178.9700000,598350
AAPL,5,20120113,163000,179.0000000,179.2000000,179.0000000,179.2000000,676770
AAPL,5,20120113,163500,179.2000000,179.3600000,179.0000000,179.2600000,829820
AAPL,5,20120113,164000,179.3000000,179.4100000,179.2300000,179.4100000,571210
AAPL,5,20120113,164500,179.4100000,179.6000000,179.2000000,179.3400000,679050
AAPL,5,20120113,165000,179.3000000,179.3500000,179.1300000,179.1300000,83420
AAPL,5,20120113,165500,179.1300000,179.1400000,178.8200000,178.8200000,297870
AAPL,5,20120113,170000,178.8700000,179.0000000,178.7000000,179.0000000,489500
AAPL,5,20120113,170500,178.9900000,179.2000000,178.9300000,179.1700000,267830
AAPL,5,20120113,171000,179.1700000,179.1800000,178.8500000,178.8900000,203890
AAPL,5,20120113,171500,178.8900000,178.9300000,178.6300000,178.8600000,265430
AAPL,5,20120113,172000,178.9000000,178.9500000,178.7200000,178.8000000,132630
AAPL,5,20120113,172500,178.8000000,178.9000000,178.6200000,178.8600000,321130
AAPL,5,20120113,173000,178.8600000,179.0000000,178.8000000,178.9100000,99540
AAPL,5,20120113,173500,178.9100000,178.9700000,178.7000000,178.7200000,242160
AAPL,5,20120113,174000,178.7100000,179.0000000,178.7000000,178.8900000,125910
AAPL,5,20120113,174500,178.8900000,178.9000000,178.7000000,178.7500000,251340
AAPL,5,20120113,175000,178.7500000,178.7500000,178.3300000,178.4300000,783940
AAPL,5,20120113,175500,178.4800000,178.5900000,178.2400000,178.4400000,412200
AAPL,5,20120113,180000,178.4500000,178.6700000,178.3100000,178.4200000,460580
AAPL,5,20120113,180500,178.4000000,178.4000000,178.1700000,178.3000000,360480
AAPL,5,20120113,181000,178.3000000,178.9500000,178.2300000,178.7000000,431190
AAPL,5,20120113,181500,178.7100000,178.7100000,178.2000000,178.2000000,570830
AAPL,5,20120113,182000,178.2000000,178.4500000,178.1100000,178.3000000,422200
AAPL,5,20120113,182500,178.3000000,178.7000000,178.2500000,178.5800000,598460
AAPL,5,20120113,183000,178.5500000,178.8500000,178.4000000,178.7400000,856600
AAPL,5,20120113,183500,178.7400000,178.8800000,178.4000000,178.4700000,1020130
AAPL,5,20120113,184000,178.4800000,178.5300000,178.1300000,178.4800000,1149960
AAPL,5,20120113,184500,178.4800000,178.9900000,178.4000000,178.8400000,2657780
AAPL,5,20120116,100500,177.4500000,177.5000000,176.1300000,176.3600000,1513320
AAPL,5,20120116,101000,176.3800000,176.5900000,176.2100000,176.4000000,508420
AAPL,5,20120116,101500,176.4000000,176.5900000,176.3000000,176.4300000,611330
AAPL,5,20120116,102000,176.4000000,176.4100000,175.8500000,176.1800000,870200
AAPL,5,20120116,102500,176.1700000,176.2900000,176.0300000,176.1600000,431920
AAPL,5,20120116,103000,176.1600000,176.5200000,176.0500000,176.3500000,388710
AAPL,5,20120116,103500,176.3500000,176.5900000,176.2100000,176.3500000,294560
AAPL,5,20120116,104000,176.3600000,176.6000000,176.3500000,176.5900000,285570
AAPL,5,20120116,104500,176.5800000,176.6000000,176.4900000,176.5700000,81090
AAPL,5,20120116,105000,176.5200000,176.5700000,176.4400000,176.4400000,48760
AAPL,5,20120116,105500,176.4600000,176.4600000,176.2400000,176.3300000,81940
AAPL,5,20120116,110000,176.3900000,176.5900000,176.3300000,176.4600000,176300
AAPL,5,20120116,110500,176.4600000,176.4600000,176.0300000,176.1100000,560080
AAPL,5,20120116,111000,176.1700000,176.2000000,176.0300000,176.1700000,249510
AAPL,5,20120116,111500,176.1900000,176.5000000,176.0400000,176.3000000,306120
AAPL,5,20120116,112000,176.3000000,176.5000000,176.2200000,176.4000000,46330
AAPL,5,20120116,112500,176.4000000,176.5000000,176.3600000,176.4800000,58300
AAPL,5,20120116,113000,176.4700000,176.5500000,176.3600000,176.5000000,167440
AAPL,5,20120116,113500,176.4800000,176.5300000,176.4200000,176.4900000,135370
AAPL,5,20120116,114000,176.4900000,176.5000000,176.3500000,176.3500000,114160
AAPL,5,20120116,114500,176.3500000,176.4800000,176.3000000,176.4400000,128360
AAPL,5,20120116,115000,176.4200000,176.4800000,176.3800000,176.4000000,81100
AAPL,5,20120116,115500,176.4000000,176.5000000,176.3500000,176.4800000,252050
AAPL,5,20120116,120000,176.4800000,176.4900000,176.1100000,176.1500000,145040
AAPL,5,20120116,120500,176.1500000,176.3500000,176.0000000,176.3500000,660180
AAPL,5,20120116,121000,176.3700000,176.9500000,176.3100000,176.8000000,862800
AAPL,5,20120116,121500,176.8100000,177.2700000,176.7300000,177.1500000,723610
AAPL,5,20120116,122000,177.1700000,177.3400000,177.0000000,177.3000000,915250
AAPL,5,20120116,122500,177.3000000,177.3400000,177.1300000,177.1600000,607580
AAPL,5,20120116,123000,177.1500000,177.3400000,177.1400000,177.2300000,631520
AAPL,5,20120116,123500,177.2200000,177.3400000,177.1300000,177.1600000,363740
AAPL,5,20120116,124000,177.1700000,177.2500000,177.0300000,177.0700000,450900
AAPL,5,20120116,124500,177.0700000,177.1700000,177.0000000,177.1400000,123410
AAPL,5,20120116,125000,177.1500000,177.3600000,177.1000000,177.3500000,326870
AAPL,5,20120116,125500,177.3400000,177.8900000,177.3000000,177.8100000,926270
AAPL,5,20120116,130000,177.8000000,177.8900000,177.7000000,177.7500000,357350
AAPL,5,20120116,130500,177.7700000,177.8900000,177.7000000,177.7000000,268140
AAPL,5,20120116,131000,177.7000000,177.8900000,177.6300000,177.8200000,361550
AAPL,5,20120116,131500,177.8000000,178.1500000,177.7800000,177.9500000,668490
AAPL,5,20120116,132000,177.9500000,178.1500000,177.8000000,177.8500000,357640
AAPL,5,20120116,132500,177.8200000,178.0000000,177.7700000,177.8100000,192630
AAPL,5,20120116,133000,177.8100000,177.9900000,177.6500000,177.9300000,317360
AAPL,5,20120116,133500,177.8500000,178.1500000,177.8400000,178.0000000,282980
AAPL,5,20120116,134000,178.0000000,178.0700000,178.0000000,178.0200000,184960
AAPL,5,20120116,134500,178.0200000,178.1900000,177.5900000,177.6400000,374110
AAPL,5,20120116,135000,177.6400000,177.9200000,177.5700000,177.8400000,251910
AAPL,5,20120116,135500,177.8000000,177.9100000,177.6200000,177.7200000,215110
AAPL,5,20120116,140000,177.7100000,178.0600000,177.7100000,178.0600000,228610
AAPL,5,20120116,140500,178.0700000,178.1800000,177.9500000,178.0900000,360720
AAPL,5,20120116,141000,178.0300000,178.0900000,177.7000000,177.7000000,223850
AAPL,5,20120116,141500,177.7000000,177.7900000,177.5500000,177.7000000,589530
AAPL,5,20120116,142000,177.6200000,177.7300000,177.2500000,177.5900000,688200
AAPL,5,20120116,142500,177.6500000,177.9600000,177.6500000,177.8100000,185760
AAPL,5,20120116,143000,177.8100000,177.8200000,177.6100000,177.8000000,361330
AAPL,5,20120116,143500,177.8000000,177.8000000,177.5600000,177.6000000,156010
AAPL,5,20120116,144000,177.6000000,177.7600000,177.5900000,177.6900000,23900
AAPL,5,20120116,144500,177.7000000,177.9700000,177.6500000,177.9700000,159010
AAPL,5,20120116,145000,177.9700000,178.1500000,177.8900000,178.0200000,218920
AAPL,5,20120116,145500,178.0600000,178.3000000,178.0400000,178.1800000,335060
AAPL,5,20120116,150000,178.1800000,178.3300000,177.9300000,178.0000000,200350
AAPL,5,20120116,150500,178.0000000,178.2000000,177.9500000,177.9900000,214530
AAPL,5,20120116,151000,178.0400000,178.4400000,177.9800000,178.2600000,450650
AAPL,5,20120116,151500,178.3200000,178.4200000,178.0700000,178.0700000,130940
AAPL,5,20120116,152000,178.1400000,178.2700000,178.0000000,178.0800000,219400
AAPL,5,20120116,152500,178.0800000,178.2600000,178.0400000,178.0400000,55500
AAPL,5,20120116,153000,178.0500000,178.2900000,178.0000000,178.1700000,128690
AAPL,5,20120116,153500,178.2300000,178.4600000,178.1700000,178.4000000,382040
AAPL,5,20120116,154000,178.4000000,178.5000000,178.3600000,178.4100000,286220
