close_time,start_time,end_time,sentiment,TICKER,OPEN,HIGH,LOW,CLOSE,VOL
Tue Jan 03 16:00:00 +0000 2012,Tue Jan 03 16:00:30 +0000 2012,Tue Jan 03 16:04:50 +0000 2012,0.1814814814814815,GOOGL,665.74,665.93,664.96,664.96,7454
Wed Jan 04 09:35:00 +0000 2012,Wed Jan 04 09:35:24 +0000 2012,Wed Jan 04 09:38:49 +0000 2012,-0.030555555555555555,GOOGL,665.2,669.25,664.93,664.96,6420
Wed Jan 04 09:40:00 +0000 2012,Wed Jan 04 09:41:24 +0000 2012,Wed Jan 04 09:44:53 +0000 2012,0.008333333333333323,GOOGL,664.94,665.16,662.45,663.02,5400
Wed Jan 04 09:45:00 +0000 2012,Wed Jan 04 09:46:34 +0000 2012,Wed Jan 04 09:49:57 +0000 2012,0.14446022727272728,GOOGL,663.205,663.205,661.96,663.04,4053
Wed Jan 04 09:50:00 +0000 2012,Wed Jan 04 09:50:58 +0000 2012,Wed Jan 04 09:54:51 +0000 2012,0.3354004329004329,GOOGL,663.31,663.31,662.49,662.56,3900
Wed Jan 04 09:55:00 +0000 2012,Wed Jan 04 09:55:56 +0000 2012,Wed Jan 04 09:58:19 +0000 2012,-0.03323232323232322,GOOGL,662.95,662.96,661.54,662.18,3571
Wed Jan 04 10:00:00 +0000 2012,Wed Jan 04 10:00:46 +0000 2012,Wed Jan 04 10:03:31 +0000 2012,0.15,GOOGL,662.4,662.89,661.62,662.19,4501
Wed Jan 04 10:05:00 +0000 2012,Wed Jan 04 10:05:06 +0000 2012,Wed Jan 04 10:09:36 +0000 2012,0.11166666666666666,GOOGL,661.58,662.0,661.44,661.51,8252
Wed Jan 04 10:10:00 +0000 2012,Wed Jan 04 10:11:40 +0000 2012,Wed Jan 04 10:14:40 +0000 2012,0.05286458333333333,GOOGL,661.27,662.5,661.27,662.08,3593
Wed Jan 04 10:15:00 +0000 2012,Wed Jan 04 10:15:38 +0000 2012,Wed Jan 04 10:18:33 +0000 2012,0.15376984126984128,GOOGL,661.92,661.92,661.28,661.415,2830
Wed Jan 04 10:20:00 +0000 2012,Wed Jan 04 10:20:40 +0000 2012,Wed Jan 04 10:24:06 +0000 2012,0.037500000000000006,GOOGL,661.55,662.63,661.55,662.55,800
Wed Jan 04 10:25:00 +0000 2012,Wed Jan 04 10:28:17 +0000 2012,Wed Jan 04 10:29:57 +0000 2012,-0.121875,GOOGL,662.38,662.94,662.38,662.94,1100
Wed Jan 04 10:30:00 +0000 2012,Wed Jan 04 10:30:58 +0000 2012,Wed Jan 04 10:30:58 +0000 2012,0.125,GOOGL,662.81,662.81,662.2,662.38,2630
Wed Jan 04 10:35:00 +0000 2012,Wed Jan 04 10:36:49 +0000 2012,Wed Jan 04 10:39:51 +0000 2012,0.096875,GOOGL,662.2,662.56,661.95,662.32,3500
Wed Jan 04 10:40:00 +0000 2012,Wed Jan 04 10:40:46 +0000 2012,Wed Jan 04 10:44:28 +0000 2012,-0.026846590909090903,GOOGL,661.36,661.46,660.74,660.93,3411
Wed Jan 04 10:45:00 +0000 2012,Wed Jan 04 10:45:49 +0000 2012,Wed Jan 04 10:48:22 +0000 2012,0.375,GOOGL,660.86,661.54,660.77,661.4,1440
Wed Jan 04 10:50:00 +0000 2012,Wed Jan 04 10:50:58 +0000 2012,Wed Jan 04 10:54:57 +0000 2012,0.11922727272727275,GOOGL,661.1,661.73,661.1,661.73,1258
Wed Jan 04 10:55:00 +0000 2012,Wed Jan 04 10:55:31 +0000 2012,Wed Jan 04 10:59:23 +0000 2012,0.05859375,GOOGL,661.84,663.2,661.73,663.2,2464
Wed Jan 04 11:00:00 +0000 2012,Wed Jan 04 11:00:11 +0000 2012,Wed Jan 04 11:04:27 +0000 2012,0.05833333333333333,GOOGL,663.31,663.49,663.2,663.42,3497
Wed Jan 04 11:05:00 +0000 2012,Wed Jan 04 11:05:53 +0000 2012,Wed Jan 04 11:09:22 +0000 2012,0.11597222222222225,GOOGL,663.335,663.43,662.865,663.41,2360
Wed Jan 04 11:10:00 +0000 2012,Wed Jan 04 11:10:17 +0000 2012,Wed Jan 04 11:14:04 +0000 2012,0.08857142857142858,GOOGL,663.43,664.93,663.38,664.93,3000
Wed Jan 04 11:15:00 +0000 2012,Wed Jan 04 11:15:25 +0000 2012,Wed Jan 04 11:19:36 +0000 2012,0.0028282828282828252,GOOGL,664.92,665.79,664.76,665.79,3005
Wed Jan 04 11:20:00 +0000 2012,Wed Jan 04 11:20:08 +0000 2012,Wed Jan 04 11:23:28 +0000 2012,0.08333333333333333,GOOGL,666.16,666.44,665.935,666.13,3400
Wed Jan 04 11:25:00 +0000 2012,Wed Jan 04 11:25:42 +0000 2012,Wed Jan 04 11:27:30 +0000 2012,0.25126262626262624,GOOGL,665.93,666.41,665.93,666.41,2500
Wed Jan 04 11:30:00 +0000 2012,Wed Jan 04 11:30:20 +0000 2012,Wed Jan 04 11:33:49 +0000 2012,0.019737413194444442,GOOGL,666.07,666.08,664.77,664.83,4220
Wed Jan 04 11:35:00 +0000 2012,Wed Jan 04 11:35:58 +0000 2012,Wed Jan 04 11:39:10 +0000 2012,0.07649697307900433,GOOGL,665.12,665.44,664.93,665.29,1900
Wed Jan 04 11:40:00 +0000 2012,Wed Jan 04 11:40:25 +0000 2012,Wed Jan 04 11:44:59 +0000 2012,-0.12666666666666665,GOOGL,665.36,666.27,665.36,666.25,2100
Wed Jan 04 11:45:00 +0000 2012,Wed Jan 04 11:45:58 +0000 2012,Wed Jan 04 11:49:26 +0000 2012,0.2795634920634921,GOOGL,666.25,666.41,666.15,666.19,1658
Wed Jan 04 11:50:00 +0000 2012,Wed Jan 04 11:50:38 +0000 2012,Wed Jan 04 11:54:59 +0000 2012,0.0009532828282828254,GOOGL,666.13,667.1,666.1,667.1,1100
Wed Jan 04 11:55:00 +0000 2012,Wed Jan 04 11:55:55 +0000 2012,Wed Jan 04 11:59:55 +0000 2012,0.25181818181818183,GOOGL,666.73,666.74,666.555,666.6,1900
