close_time,TICKER,OPEN,HIGH,LOW,CLOSE,VOL
Fri Jan 06 11:00:00 +0000 2012,AAPL2,420.8000000,420.8500000,420.4300000,420.4300000,14347
Fri Jan 06 11:05:00 +0000 2012,AAPL2,420.4200000,420.8500000,420.4100000,420.8200000,9450
Fri Jan 06 11:10:00 +0000 2012,AAPL2,420.8000000,421.0900000,420.6600000,420.7000000,9956
Fri Jan 06 11:15:00 +0000 2012,AAPL2,420.7400000,420.7800000,420.5000000,420.5800000,10702
Fri Jan 06 11:20:00 +0000 2012,AAPL2,420.6500000,420.8900000,420.6500000,420.6900000,4800
Fri Jan 06 11:25:00 +0000 2012,AAPL2,420.7600000,420.8000000,420.7000000,420.7400000,3496
Fri Jan 06 11:30:00 +0000 2012,AAPL2,420.7700000,421.0000000,420.7600000,420.8700000,7131
Fri Jan 06 11:35:00 +0000 2012,AAPL2,420.9000000,420.9600000,420.8300000,420.8500000,8414
Fri Jan 06 11:40:00 +0000 2012,AAPL2,420.9200000,421.1750000,420.8300000,421.1500000,17599
Fri Jan 06 11:45:00 +0000 2012,AAPL2,421.1700000,421.2100000,420.9400000,420.9600000,13085
Fri Jan 06 11:50:00 +0000 2012,AAPL2,420.9500000,421.0000000,420.8600000,420.9500000,4426
Fri Jan 06 11:55:00 +0000 2012,AAPL2,420.9800000,420.9800000,420.7400000,420.7600000,4717
Fri Jan 06 12:00:00 +0000 2012,AAPL2,420.7300000,420.7900000,420.6500000,420.7100000,5716
Fri Jan 06 12:05:00 +0000 2012,AAPL2,420.5900000,420.6800000,420.5400000,420.6300000,5623
Fri Jan 06 12:10:00 +0000 2012,AAPL2,420.6300000,420.6500000,420.3400000,420.3800000,17828
Fri Jan 06 12:15:00 +0000 2012,AAPL2,420.3500000,420.4900000,420.3000000,420.3500000,8208
Fri Jan 06 12:20:00 +0000 2012,AAPL2,420.3400000,420.6500000,420.3400000,420.6100000,5820
Fri Jan 06 12:25:00 +0000 2012,AAPL2,420.5700000,420.5900000,420.3500000,420.5900000,4753
Fri Jan 06 12:30:00 +0000 2012,AAPL2,420.7200000,420.7900000,420.6200000,420.7800000,1460
Fri Jan 06 12:35:00 +0000 2012,AAPL2,420.7300000,420.9400000,420.7100000,420.9400000,4564
Fri Jan 06 12:40:00 +0000 2012,AAPL2,420.9900000,421.0500000,420.6500000,420.7100000,11092
Fri Jan 06 12:45:00 +0000 2012,AAPL2,420.6500000,420.8200000,420.6000000,420.7400000,8487
Fri Jan 06 12:50:00 +0000 2012,AAPL2,420.8400000,420.8400000,420.6000000,420.7000000,4910
Fri Jan 06 12:55:00 +0000 2012,AAPL2,420.6800000,420.7900000,420.6300000,420.7200000,10530
Fri Jan 06 13:00:00 +0000 2012,AAPL2,420.7300000,420.8500000,420.6200000,420.8000000,7680
Fri Jan 06 13:05:00 +0000 2012,AAPL2,420.7500000,420.9000000,420.7200000,420.8000000,3753
Fri Jan 06 13:10:00 +0000 2012,AAPL2,420.7500000,420.8400000,420.7000000,420.7400000,4490
Fri Jan 06 13:15:00 +0000 2012,AAPL2,420.7400000,420.7900000,420.5600000,420.6100000,6135
Fri Jan 06 13:20:00 +0000 2012,AAPL2,420.6300000,420.8700000,420.5400000,420.8300000,8685
Fri Jan 06 13:25:00 +0000 2012,AAPL2,420.8200000,420.9000000,420.6700000,420.8900000,3667
Fri Jan 06 13:30:00 +0000 2012,AAPL2,420.8700000,420.8700000,420.6100000,420.7200000,3800
Fri Jan 06 13:35:00 +0000 2012,AAPL2,420.7000000,420.8400000,420.6400000,420.8000000,4364
Fri Jan 06 13:40:00 +0000 2012,AAPL2,420.7800000,421.1400000,420.7400000,421.0600000,12507
Fri Jan 06 13:45:00 +0000 2012,AAPL2,421.0600000,421.1800000,421.0200000,421.1500000,6812
Fri Jan 06 13:50:00 +0000 2012,AAPL2,421.1300000,421.5800000,421.1000000,421.5800000,12761
Fri Jan 06 13:55:00 +0000 2012,AAPL2,421.5800000,421.5900000,421.2800000,421.4200000,4003
Fri Jan 06 14:00:00 +0000 2012,AAPL2,421.4600000,421.7800000,421.4600000,421.7000000,14945
Fri Jan 06 14:05:00 +0000 2012,AAPL2,421.7300000,421.7300000,421.3400000,421.3400000,4676
Fri Jan 06 14:10:00 +0000 2012,AAPL2,421.3300000,421.7800000,421.2800000,421.6900000,9293
Fri Jan 06 14:15:00 +0000 2012,AAPL2,421.7000000,421.8600000,421.4800000,421.8600000,36520
Fri Jan 06 14:20:00 +0000 2012,AAPL2,421.8400000,421.9400000,421.7900000,421.8800000,33214
Fri Jan 06 14:25:00 +0000 2012,AAPL2,421.9000000,422.2000000,421.9000000,422.2000000,40865
Fri Jan 06 14:30:00 +0000 2012,AAPL2,422.2000000,422.4900000,422.1500000,422.2900000,20669
Fri Jan 06 14:35:00 +0000 2012,AAPL2,422.3200000,422.4550000,422.1400000,422.3200000,8326
Fri Jan 06 14:40:00 +0000 2012,AAPL2,422.3300000,422.3700000,422.0400000,422.0400000,8100
Fri Jan 06 14:45:00 +0000 2012,AAPL2,422.0300000,422.1800000,421.9500000,421.9500000,7499
Fri Jan 06 14:50:00 +0000 2012,AAPL2,421.8900000,422.0500000,421.7800000,421.9000000,8683
Fri Jan 06 14:55:00 +0000 2012,AAPL2,421.9200000,422.0000000,421.8200000,421.9900000,4742
Fri Jan 06 15:00:00 +0000 2012,AAPL2,421.9800000,422.0000000,421.8700000,421.9000000,4500
Fri Jan 06 15:05:00 +0000 2012,AAPL2,421.9000000,422.1100000,421.8600000,421.9800000,4908
Fri Jan 06 15:10:00 +0000 2012,AAPL2,421.9900000,422.1100000,421.8900000,421.8900000,4308
Fri Jan 06 15:15:00 +0000 2012,AAPL2,421.9300000,421.9300000,421.7900000,421.8500000,5152
Fri Jan 06 15:20:00 +0000 2012,AAPL2,421.8400000,421.8600000,421.3500000,421.5200000,11283
Fri Jan 06 15:25:00 +0000 2012,AAPL2,421.4700000,421.8100000,421.4200000,421.8000000,9563
Fri Jan 06 15:30:00 +0000 2012,AAPL2,421.7300000,421.8400000,421.6000000,421.7100000,11959
Fri Jan 06 15:35:00 +0000 2012,AAPL2,421.6700000,421.7300000,421.5200000,421.6800000,9844
Fri Jan 06 15:40:00 +0000 2012,AAPL2,421.6800000,422.2100000,421.6400000,422.1900000,25341
Fri Jan 06 15:45:00 +0000 2012,AAPL2,422.2400000,422.6000000,422.1300000,422.6000000,33844
Fri Jan 06 15:50:00 +0000 2012,AAPL2,422.5800000,422.6700000,422.3500000,422.4800000,23232
Fri Jan 06 15:55:00 +0000 2012,AAPL2,422.4700000,422.5000000,421.9200000,422.2200000,24972
Fri Jan 06 16:00:00 +0000 2012,AAPL2,422.2200000,422.5900000,422.2000000,422.4500000,36684
Mon Jan 09 09:35:00 +0000 2012,AAPL2,425.7150000,426.7700000,425.4600000,425.8700000,78674
Mon Jan 09 09:40:00 +0000 2012,AAPL2,425.8200000,425.9400000,424.5700000,425.8800000,56108
Mon Jan 09 09:45:00 +0000 2012,AAPL2,425.7900000,426.5000000,425.5900000,426.3500000,36476
Mon Jan 09 09:50:00 +0000 2012,AAPL2,426.3600000,426.4000000,425.6000000,425.7100000,25645
Mon Jan 09 09:55:00 +0000 2012,AAPL2,425.6750000,426.5000000,425.6750000,426.2750000,32832
Mon Jan 09 10:00:00 +0000 2012,AAPL2,426.2500000,426.4500000,425.9600000,426.0700000,20617
Mon Jan 09 10:05:00 +0000 2012,AAPL2,426.1200000,426.2100000,425.6800000,425.7100000,15569
Mon Jan 09 10:10:00 +0000 2012,AAPL2,425.7200000,426.2000000,425.6500000,425.8000000,17819
Mon Jan 09 10:15:00 +0000 2012,AAPL2,425.7700000,425.8000000,425.3900000,425.6200000,22742
Mon Jan 09 10:20:00 +0000 2012,AAPL2,425.6100000,427.2600000,425.6000000,426.8400000,49889
Mon Jan 09 10:25:00 +0000 2012,AAPL2,426.9400000,427.3700000,426.1600000,426.4400000,35027
Mon Jan 09 10:30:00 +0000 2012,AAPL2,426.5300000,427.0500000,426.3900000,426.9300000,12775
Mon Jan 09 10:35:00 +0000 2012,AAPL2,426.7600000,426.7700000,426.3000000,426.5900000,16220
Mon Jan 09 10:40:00 +0000 2012,AAPL2,426.6400000,427.6300000,426.6400000,427.5600000,44821
Mon Jan 09 10:45:00 +0000 2012,AAPL2,427.5600000,427.7500000,426.7000000,426.7000000,29696
Mon Jan 09 10:50:00 +0000 2012,AAPL2,426.6800000,427.0000000,426.6000000,426.6000000,13429
Mon Jan 09 10:55:00 +0000 2012,AAPL2,426.5500000,426.8100000,426.2600000,426.4200000,25459
Mon Jan 09 11:00:00 +0000 2012,AAPL2,426.3600000,426.4200000,425.6200000,425.9500000,20651
Mon Jan 09 11:05:00 +0000 2012,AAPL2,425.8900000,425.9800000,425.5000000,425.6200000,7252
Mon Jan 09 11:10:00 +0000 2012,AAPL2,425.6700000,425.6900000,424.9000000,424.9000000,32186
Mon Jan 09 11:15:00 +0000 2012,AAPL2,424.9000000,425.1400000,424.6800000,425.1400000,16997
Mon Jan 09 11:20:00 +0000 2012,AAPL2,425.1500000,425.6400000,425.0400000,425.0400000,12880
Mon Jan 09 11:25:00 +0000 2012,AAPL2,425.0500000,425.2800000,424.7400000,425.1100000,12628
Mon Jan 09 11:30:00 +0000 2012,AAPL2,425.1800000,425.8100000,425.1800000,425.7550000,7700
Mon Jan 09 11:35:00 +0000 2012,AAPL2,425.7000000,425.7700000,425.5400000,425.7000000,6306
Mon Jan 09 11:40:00 +0000 2012,AAPL2,425.5900000,425.7000000,425.3200000,425.5700000,6989
Mon Jan 09 11:45:00 +0000 2012,AAPL2,425.5700000,425.7500000,425.3200000,425.7400000,10380
Mon Jan 09 11:50:00 +0000 2012,AAPL2,425.7400000,425.8900000,424.9400000,425.0800000,13614
Mon Jan 09 11:55:00 +0000 2012,AAPL2,425.0800000,425.1200000,424.9700000,425.0200000,6896
Mon Jan 09 12:00:00 +0000 2012,AAPL2,424.9900000,425.0400000,422.8900000,422.9800000,47769
Mon Jan 09 12:05:00 +0000 2012,AAPL2,423.0300000,423.2400000,421.3700000,422.0200000,36960
Mon Jan 09 12:10:00 +0000 2012,AAPL2,422.0800000,422.8300000,421.7800000,422.8000000,33727
Mon Jan 09 12:15:00 +0000 2012,AAPL2,422.8700000,423.4200000,422.8500000,423.3500000,12775
Mon Jan 09 12:20:00 +0000 2012,AAPL2,423.5100000,423.9850000,423.3800000,423.4800000,14618
Mon Jan 09 12:25:00 +0000 2012,AAPL2,423.4500000,423.4500000,422.8500000,423.2200000,9021
Mon Jan 09 12:30:00 +0000 2012,AAPL2,423.2100000,423.9700000,423.0800000,423.9400000,8297
Mon Jan 09 12:35:00 +0000 2012,AAPL2,423.9900000,424.0500000,423.7300000,423.9100000,41186
Mon Jan 09 12:40:00 +0000 2012,AAPL2,423.8800000,424.1500000,423.8800000,424.0900000,8864
Mon Jan 09 12:45:00 +0000 2012,AAPL2,424.0800000,424.2500000,424.0600000,424.1100000,6332
Mon Jan 09 12:50:00 +0000 2012,AAPL2,424.1200000,424.1700000,424.0100000,424.0100000,3977
Mon Jan 09 12:55:00 +0000 2012,AAPL2,423.9800000,424.0300000,423.9200000,424.0000000,2900
Mon Jan 09 13:00:00 +0000 2012,AAPL2,423.9900000,424.1200000,423.9400000,423.9800000,2746
Mon Jan 09 13:05:00 +0000 2012,AAPL2,424.1600000,424.2500000,423.9300000,424.0300000,4700
Mon Jan 09 13:10:00 +0000 2012,AAPL2,424.0400000,424.1000000,423.5200000,423.6300000,7512
Mon Jan 09 13:15:00 +0000 2012,AAPL2,423.6600000,423.8000000,423.4800000,423.7700000,6945
Mon Jan 09 13:20:00 +0000 2012,AAPL2,423.8000000,424.0600000,423.7400000,423.8600000,2352
Mon Jan 09 13:25:00 +0000 2012,AAPL2,423.9200000,423.9800000,423.8500000,423.8900000,6799
Mon Jan 09 13:30:00 +0000 2012,AAPL2,423.9000000,423.9500000,423.8300000,423.8300000,2104
Mon Jan 09 13:35:00 +0000 2012,AAPL2,423.8400000,423.8600000,423.5850000,423.7000000,12167
Mon Jan 09 13:40:00 +0000 2012,AAPL2,423.7200000,423.7200000,423.1200000,423.2600000,7375
Mon Jan 09 13:45:00 +0000 2012,AAPL2,423.3100000,423.4300000,423.2800000,423.3700000,15069
Mon Jan 09 13:50:00 +0000 2012,AAPL2,423.3600000,423.8800000,423.2500000,423.8800000,9212
Mon Jan 09 13:55:00 +0000 2012,AAPL2,423.8000000,423.8900000,423.5300000,423.5700000,5000
Mon Jan 09 14:00:00 +0000 2012,AAPL2,423.5700000,423.7500000,423.3700000,423.3800000,4400
Mon Jan 09 14:05:00 +0000 2012,AAPL2,423.3500000,423.5000000,423.2300000,423.4000000,11240
Mon Jan 09 14:10:00 +0000 2012,AAPL2,423.3700000,424.6600000,423.3700000,424.3500000,8981
Mon Jan 09 14:15:00 +0000 2012,AAPL2,424.4500000,424.9900000,424.4500000,424.8050000,6100
Mon Jan 09 14:20:00 +0000 2012,AAPL2,424.8400000,424.9150000,424.5900000,424.7400000,5759
Mon Jan 09 14:25:00 +0000 2012,AAPL2,424.6900000,424.8200000,424.3700000,424.3850000,6150
Mon Jan 09 14:30:00 +0000 2012,AAPL2,424.4100000,424.7000000,424.4100000,424.5250000,4300
Mon Jan 09 14:35:00 +0000 2012,AAPL2,424.5400000,424.6800000,424.3550000,424.6600000,19081
Mon Jan 09 14:40:00 +0000 2012,AAPL2,424.5750000,424.9000000,424.5750000,424.7000000,5991
Mon Jan 09 14:45:00 +0000 2012,AAPL2,424.6900000,424.9200000,424.6900000,424.8300000,4859
Mon Jan 09 14:50:00 +0000 2012,AAPL2,424.7900000,424.8300000,424.3000000,424.3100000,6533
Mon Jan 09 14:55:00 +0000 2012,AAPL2,424.4200000,424.4200000,423.1500000,423.1500000,19041
Mon Jan 09 15:00:00 +0000 2012,AAPL2,423.0900000,423.2300000,422.5000000,423.1700000,38190
Mon Jan 09 15:05:00 +0000 2012,AAPL2,423.1900000,423.6500000,423.0100000,423.5000000,14752
Mon Jan 09 15:10:00 +0000 2012,AAPL2,423.5250000,423.7650000,423.2700000,423.4900000,8948
Mon Jan 09 15:15:00 +0000 2012,AAPL2,423.4900000,423.5400000,422.5900000,422.6200000,13613
Mon Jan 09 15:20:00 +0000 2012,AAPL2,422.5700000,423.1700000,422.5700000,422.9700000,8083
Mon Jan 09 15:25:00 +0000 2012,AAPL2,422.9300000,423.2600000,422.9000000,423.1900000,5775
Mon Jan 09 15:30:00 +0000 2012,AAPL2,423.1100000,423.2600000,422.9000000,423.0100000,5400
Mon Jan 09 15:35:00 +0000 2012,AAPL2,422.9700000,423.1600000,422.8800000,423.1500000,7694
Mon Jan 09 15:40:00 +0000 2012,AAPL2,423.1700000,423.2500000,422.7000000,422.9600000,15040
Mon Jan 09 15:45:00 +0000 2012,AAPL2,422.9600000,423.0300000,422.2500000,422.2600000,21894
Mon Jan 09 15:50:00 +0000 2012,AAPL2,422.2400000,422.5700000,421.9000000,421.9300000,19603
Mon Jan 09 15:55:00 +0000 2012,AAPL2,421.9200000,422.0400000,421.6500000,421.7900000,23972
Mon Jan 09 16:00:00 +0000 2012,AAPL2,421.8000000,422.1100000,421.5200000,421.6800000,28305
Tue Jan 10 09:35:00 +0000 2012,AAPL2,425.9550000,426.0000000,424.5850000,425.1300000,59628
Tue Jan 10 09:40:00 +0000 2012,AAPL2,425.1600000,425.3000000,424.2600000,424.8700000,29111
Tue Jan 10 09:45:00 +0000 2012,AAPL2,424.7800000,425.3500000,424.6400000,425.1000000,16529
Tue Jan 10 09:50:00 +0000 2012,AAPL2,425.1400000,425.2500000,424.2100000,424.6100000,20978
Tue Jan 10 09:55:00 +0000 2012,AAPL2,424.6400000,424.8800000,423.9100000,424.3400000,16842
Tue Jan 10 10:00:00 +0000 2012,AAPL2,424.4200000,424.5000000,423.6100000,424.4100000,25941
Tue Jan 10 10:05:00 +0000 2012,AAPL2,424.4900000,425.2300000,424.4800000,425.1900000,15959
Tue Jan 10 10:10:00 +0000 2012,AAPL2,425.2200000,425.2200000,424.3400000,425.1300000,21344
Tue Jan 10 10:15:00 +0000 2012,AAPL2,425.1900000,425.5600000,425.0600000,425.1900000,24933
Tue Jan 10 10:20:00 +0000 2012,AAPL2,425.2150000,425.3000000,424.8200000,424.8900000,5962
Tue Jan 10 10:25:00 +0000 2012,AAPL2,424.8600000,424.9000000,424.3900000,424.3900000,6969
Tue Jan 10 10:30:00 +0000 2012,AAPL2,424.4000000,424.4450000,423.8900000,424.3150000,15767
Tue Jan 10 10:35:00 +0000 2012,AAPL2,424.3200000,424.5000000,423.8900000,424.5000000,5700
Tue Jan 10 10:40:00 +0000 2012,AAPL2,424.5100000,424.8600000,424.5100000,424.5100000,8147
Tue Jan 10 10:45:00 +0000 2012,AAPL2,424.5500000,424.7700000,424.5000000,424.5000000,4559
Tue Jan 10 10:50:00 +0000 2012,AAPL2,424.4600000,424.7500000,424.4500000,424.7100000,7100
Tue Jan 10 10:55:00 +0000 2012,AAPL2,424.7200000,424.7700000,423.9500000,423.9900000,14818
Tue Jan 10 11:00:00 +0000 2012,AAPL2,424.0200000,424.6700000,424.0200000,424.5200000,9315
Tue Jan 10 11:05:00 +0000 2012,AAPL2,424.5200000,424.6900000,424.3500000,424.5100000,9366
Tue Jan 10 11:10:00 +0000 2012,AAPL2,424.5000000,424.7450000,424.4700000,424.7000000,6673
Tue Jan 10 11:15:00 +0000 2012,AAPL2,424.6500000,424.9100000,424.3900000,424.8100000,13554
Tue Jan 10 11:20:00 +0000 2012,AAPL2,424.7700000,424.9500000,424.7700000,424.7800000,8188
Tue Jan 10 11:25:00 +0000 2012,AAPL2,424.7500000,424.9600000,424.5700000,424.5700000,5293
Tue Jan 10 11:30:00 +0000 2012,AAPL2,424.6500000,424.6500000,424.3500000,424.5600000,4847
Tue Jan 10 11:35:00 +0000 2012,AAPL2,424.5800000,424.8300000,424.5200000,424.6200000,1500
Tue Jan 10 11:40:00 +0000 2012,AAPL2,424.5600000,424.6100000,423.9600000,423.9800000,8257
Tue Jan 10 11:45:00 +0000 2012,AAPL2,424.0100000,424.1900000,423.9000000,424.1900000,2343
Tue Jan 10 11:50:00 +0000 2012,AAPL2,424.1800000,424.2000000,423.9400000,423.9500000,7539
Tue Jan 10 11:55:00 +0000 2012,AAPL2,423.8100000,424.0700000,423.7600000,424.0700000,2800
Tue Jan 10 12:00:00 +0000 2012,AAPL2,424.0000000,424.0100000,423.3500000,423.3500000,11513
Tue Jan 10 12:05:00 +0000 2012,AAPL2,423.3300000,423.4200000,423.1000000,423.4200000,25233
Tue Jan 10 12:10:00 +0000 2012,AAPL2,423.4000000,423.5500000,423.2900000,423.5000000,3180
Tue Jan 10 12:15:00 +0000 2012,AAPL2,423.5800000,423.6700000,423.3100000,423.3100000,3755
Tue Jan 10 12:20:00 +0000 2012,AAPL2,423.3100000,423.3100000,423.0000000,423.0000000,13405
Tue Jan 10 12:25:00 +0000 2012,AAPL2,422.9300000,422.9500000,422.0700000,422.0700000,11921
Tue Jan 10 12:30:00 +0000 2012,AAPL2,422.1100000,422.1200000,421.5400000,422.0500000,18907
Tue Jan 10 12:35:00 +0000 2012,AAPL2,422.0000000,422.1000000,421.7800000,422.0600000,13240
Tue Jan 10 12:40:00 +0000 2012,AAPL2,422.0600000,422.0600000,421.7400000,421.7400000,10486
Tue Jan 10 12:45:00 +0000 2012,AAPL2,421.7500000,422.0900000,421.7300000,422.0900000,7524
Tue Jan 10 12:50:00 +0000 2012,AAPL2,422.0800000,422.1800000,421.6300000,421.7200000,6652
Tue Jan 10 12:55:00 +0000 2012,AAPL2,421.7300000,422.1100000,421.7300000,422.1100000,33718
Tue Jan 10 13:00:00 +0000 2012,AAPL2,422.1100000,422.1100000,421.8100000,422.0800000,40671
Tue Jan 10 13:05:00 +0000 2012,AAPL2,422.0700000,422.6700000,421.9400000,422.3500000,6675
Tue Jan 10 13:10:00 +0000 2012,AAPL2,422.4200000,422.5600000,422.1000000,422.1600000,8485
Tue Jan 10 13:15:00 +0000 2012,AAPL2,422.2000000,422.2000000,421.9000000,421.9800000,13226
Tue Jan 10 13:20:00 +0000 2012,AAPL2,421.9500000,422.3100000,421.7100000,422.3100000,4331
Tue Jan 10 13:25:00 +0000 2012,AAPL2,422.1700000,422.1900000,421.9200000,422.0000000,2300
Tue Jan 10 13:30:00 +0000 2012,AAPL2,421.9200000,421.9200000,421.8000000,421.8200000,5100
Tue Jan 10 13:35:00 +0000 2012,AAPL2,421.8500000,422.8900000,421.8400000,422.8700000,34530
Tue Jan 10 13:40:00 +0000 2012,AAPL2,422.9300000,423.4400000,422.9300000,423.2600000,11085
Tue Jan 10 13:45:00 +0000 2012,AAPL2,423.4000000,423.8750000,423.4000000,423.6200000,4700
Tue Jan 10 13:50:00 +0000 2012,AAPL2,423.6500000,423.7250000,423.4000000,423.4000000,2800
Tue Jan 10 13:55:00 +0000 2012,AAPL2,423.4900000,423.5500000,423.1800000,423.2650000,2200
Tue Jan 10 14:00:00 +0000 2012,AAPL2,423.3100000,423.5000000,423.0900000,423.2400000,22578
Tue Jan 10 14:05:00 +0000 2012,AAPL2,423.1800000,423.2300000,422.9000000,423.2200000,2500
Tue Jan 10 14:10:00 +0000 2012,AAPL2,423.2100000,423.3000000,423.2100000,423.2300000,2949
Tue Jan 10 14:15:00 +0000 2012,AAPL2,423.2500000,423.3800000,423.2000000,423.3800000,2750
Tue Jan 10 14:20:00 +0000 2012,AAPL2,423.3900000,423.7500000,423.3800000,423.7100000,35555
Tue Jan 10 14:25:00 +0000 2012,AAPL2,423.7100000,423.8500000,423.5600000,423.6000000,6070
Tue Jan 10 14:30:00 +0000 2012,AAPL2,423.7300000,423.7300000,423.3300000,423.3300000,2100
Tue Jan 10 14:35:00 +0000 2012,AAPL2,423.3300000,423.5200000,423.3000000,423.5200000,2600
Tue Jan 10 14:40:00 +0000 2012,AAPL2,423.0900000,423.4500000,423.0700000,423.4500000,1800
Tue Jan 10 14:45:00 +0000 2012,AAPL2,423.1000000,423.1900000,423.0100000,423.1200000,4249
Tue Jan 10 14:50:00 +0000 2012,AAPL2,423.0800000,423.3000000,423.0000000,423.2300000,4182
Tue Jan 10 14:55:00 +0000 2012,AAPL2,423.2700000,423.2700000,422.9600000,423.1500000,8427
Tue Jan 10 15:00:00 +0000 2012,AAPL2,423.1600000,423.5400000,423.1600000,423.5200000,4190
Tue Jan 10 15:05:00 +0000 2012,AAPL2,423.5400000,423.8300000,423.4300000,423.7500000,2500
Tue Jan 10 15:10:00 +0000 2012,AAPL2,423.7800000,423.9500000,423.7700000,423.8900000,4254
Tue Jan 10 15:15:00 +0000 2012,AAPL2,423.9300000,423.9400000,423.6700000,423.7100000,7803
Tue Jan 10 15:20:00 +0000 2012,AAPL2,423.8000000,423.8000000,423.7200000,423.7300000,3543
Tue Jan 10 15:25:00 +0000 2012,AAPL2,423.7900000,423.8000000,423.4100000,423.5900000,8520
Tue Jan 10 15:30:00 +0000 2012,AAPL2,423.4400000,423.4900000,423.3100000,423.4000000,6280
Tue Jan 10 15:35:00 +0000 2012,AAPL2,423.2700000,423.2800000,423.0800000,423.1100000,4690
Tue Jan 10 15:40:00 +0000 2012,AAPL2,423.0900000,423.0900000,422.6300000,422.7900000,10756
Tue Jan 10 15:45:00 +0000 2012,AAPL2,422.7500000,423.1400000,422.6300000,423.1400000,16301
Tue Jan 10 15:50:00 +0000 2012,AAPL2,423.2600000,423.5100000,423.0700000,423.0800000,8933
Tue Jan 10 15:55:00 +0000 2012,AAPL2,423.0700000,423.2900000,423.0700000,423.1500000,13509
Tue Jan 10 16:00:00 +0000 2012,AAPL2,423.1800000,423.2400000,422.8700000,423.1200000,17314
Tue Jan 10 17:05:00 +0000 2012,AAPL2,424.5300000,424.5300000,424.5300000,424.5300000,100
Wed Jan 11 09:35:00 +0000 2012,AAPL2,422.6800000,422.6800000,420.4200000,421.3700000,42621
Wed Jan 11 09:40:00 +0000 2012,AAPL2,421.3200000,421.4600000,419.7400000,420.4600000,28820
Wed Jan 11 09:45:00 +0000 2012,AAPL2,420.2800000,421.2700000,419.9500000,421.0800000,23273
Wed Jan 11 09:50:00 +0000 2012,AAPL2,421.1000000,421.6800000,421.1000000,421.2100000,12403
Wed Jan 11 09:55:00 +0000 2012,AAPL2,421.1500000,421.2100000,420.6000000,420.6700000,11504
Wed Jan 11 10:00:00 +0000 2012,AAPL2,420.6300000,420.7600000,420.0700000,420.0900000,11852
Wed Jan 11 10:05:00 +0000 2012,AAPL2,420.0800000,420.1100000,419.3100000,419.8600000,38398
Wed Jan 11 10:10:00 +0000 2012,AAPL2,419.9200000,420.2200000,419.7000000,420.0800000,32411
Wed Jan 11 10:15:00 +0000 2012,AAPL2,420.2400000,420.3700000,419.7800000,419.8800000,9380
Wed Jan 11 10:20:00 +0000 2012,AAPL2,419.9500000,420.5000000,419.9500000,420.2500000,4829
Wed Jan 11 10:25:00 +0000 2012,AAPL2,420.3000000,420.7500000,420.2200000,420.6600000,7849
Wed Jan 11 10:30:00 +0000 2012,AAPL2,420.6500000,421.6700000,420.6500000,421.1700000,27388
Wed Jan 11 10:35:00 +0000 2012,AAPL2,421.1500000,421.4200000,420.9100000,421.4200000,3400
Wed Jan 11 10:40:00 +0000 2012,AAPL2,421.3000000,421.7200000,421.3000000,421.7000000,7752
Wed Jan 11 10:45:00 +0000 2012,AAPL2,421.7600000,422.2500000,421.6200000,421.6600000,21501
Wed Jan 11 10:50:00 +0000 2012,AAPL2,421.6400000,422.0600000,421.5300000,421.6000000,8300
Wed Jan 11 10:55:00 +0000 2012,AAPL2,421.5000000,421.6700000,421.2200000,421.4600000,5332
Wed Jan 11 11:00:00 +0000 2012,AAPL2,421.4500000,421.4500000,421.0400000,421.1200000,9514
Wed Jan 11 11:05:00 +0000 2012,AAPL2,421.1200000,421.1200000,420.8500000,420.8900000,9179
Wed Jan 11 11:10:00 +0000 2012,AAPL2,420.8400000,421.0800000,420.5100000,420.5600000,12243
Wed Jan 11 11:15:00 +0000 2012,AAPL2,420.6100000,420.8600000,420.6000000,420.6900000,6636
Wed Jan 11 11:20:00 +0000 2012,AAPL2,420.6900000,421.0600000,420.6800000,420.8500000,3893
Wed Jan 11 11:25:00 +0000 2012,AAPL2,420.7800000,420.7800000,420.3500000,420.3500000,9998
Wed Jan 11 11:30:00 +0000 2012,AAPL2,420.3400000,420.6500000,420.2400000,420.2400000,6968
Wed Jan 11 11:35:00 +0000 2012,AAPL2,420.1100000,420.9500000,420.0700000,420.8000000,11350
Wed Jan 11 11:40:00 +0000 2012,AAPL2,420.9800000,421.0000000,420.6800000,420.7400000,2600
Wed Jan 11 11:45:00 +0000 2012,AAPL2,420.8000000,421.3200000,420.8000000,420.9500000,5323
Wed Jan 11 11:50:00 +0000 2012,AAPL2,420.9500000,421.2800000,420.9500000,421.1200000,2700
Wed Jan 11 11:55:00 +0000 2012,AAPL2,421.0800000,421.3600000,420.9300000,421.0200000,6290
Wed Jan 11 12:00:00 +0000 2012,AAPL2,421.0100000,421.1800000,420.8900000,420.9600000,2700
Wed Jan 11 12:05:00 +0000 2012,AAPL2,420.9100000,421.1600000,420.7300000,420.8500000,4039
Wed Jan 11 12:10:00 +0000 2012,AAPL2,420.8000000,420.8400000,420.4800000,420.8400000,6132
Wed Jan 11 12:15:00 +0000 2012,AAPL2,420.8800000,421.0200000,420.8800000,420.9500000,17611
Wed Jan 11 12:20:00 +0000 2012,AAPL2,420.9500000,420.9600000,420.7700000,420.9300000,8416
Wed Jan 11 12:25:00 +0000 2012,AAPL2,420.7600000,420.8400000,420.6200000,420.6200000,1500
