close_time,start_time,end_time,sentiment,TICKER,OPEN,HIGH,LOW,CLOSE,VOL
Tue Jan 03 14:40:00 +0000 2012,Tue Jan 03 14:40:49 +0000 2012,Tue Jan 03 14:44:28 +0000 2012,0.06269907407407407,AAPL2,411.15,411.53,411.09,411.23,27551
Tue Jan 03 14:45:00 +0000 2012,Tue Jan 03 14:45:55 +0000 2012,Tue Jan 03 14:49:31 +0000 2012,0.05184285714285715,AAPL2,411.27,411.6,411.24,411.6,11884
Tue Jan 03 14:50:00 +0000 2012,Tue Jan 03 14:50:37 +0000 2012,Tue Jan 03 14:54:40 +0000 2012,0.09526515151515152,AAPL2,411.55,411.55,411.37,411.41,5368
Tue Jan 03 14:55:00 +0000 2012,Tue Jan 03 14:55:56 +0000 2012,Tue Jan 03 14:59:41 +0000 2012,0.17461937830687832,AAPL2,411.43,411.55,411.21,411.23,6615
Tue Jan 03 15:00:00 +0000 2012,Tue Jan 03 15:00:50 +0000 2012,Tue Jan 03 15:04:47 +0000 2012,0.04967477581941868,AAPL2,411.21,411.76,411.21,411.76,13039
Tue Jan 03 15:05:00 +0000 2012,Tue Jan 03 15:05:44 +0000 2012,Tue Jan 03 15:09:56 +0000 2012,0.09308333333333332,AAPL2,411.75,411.86,411.6,411.66,16573
Tue Jan 03 15:10:00 +0000 2012,Tue Jan 03 15:10:43 +0000 2012,Tue Jan 03 15:14:49 +0000 2012,0.15395959595959596,AAPL2,411.65,411.81,411.44,411.75,8825
Tue Jan 03 15:15:00 +0000 2012,Tue Jan 03 15:15:54 +0000 2012,Tue Jan 03 15:19:44 +0000 2012,-0.0981950456950457,AAPL2,411.76,411.96,411.64,411.96,13003
Tue Jan 03 15:20:00 +0000 2012,Tue Jan 03 15:20:21 +0000 2012,Tue Jan 03 15:24:02 +0000 2012,0.2939375,AAPL2,411.73,411.84,411.68,411.8,7365
Tue Jan 03 15:25:00 +0000 2012,Tue Jan 03 15:25:55 +0000 2012,Tue Jan 03 15:29:55 +0000 2012,0.15920238095238096,AAPL2,411.84,411.9,411.46,411.46,14385
Tue Jan 03 15:30:00 +0000 2012,Tue Jan 03 15:30:55 +0000 2012,Tue Jan 03 15:34:54 +0000 2012,0.09737422152809988,AAPL2,411.5,411.66,411.42,411.51,20860
Tue Jan 03 15:35:00 +0000 2012,Tue Jan 03 15:35:59 +0000 2012,Tue Jan 03 15:39:56 +0000 2012,0.07042857142857142,AAPL2,411.45,411.75,411.45,411.51,7999
Tue Jan 03 15:40:00 +0000 2012,Tue Jan 03 15:40:44 +0000 2012,Tue Jan 03 15:44:47 +0000 2012,0.11923106060606062,AAPL2,411.5,411.57,411.26,411.46,15427
Tue Jan 03 15:45:00 +0000 2012,Tue Jan 03 15:45:48 +0000 2012,Tue Jan 03 15:49:57 +0000 2012,0.058273809523809526,AAPL2,411.45,411.92,411.45,411.92,22393
Tue Jan 03 15:50:00 +0000 2012,Tue Jan 03 15:50:57 +0000 2012,Tue Jan 03 15:54:54 +0000 2012,0.0709126984126984,AAPL2,411.94,412.02,411.67,411.75,29992
Tue Jan 03 15:55:00 +0000 2012,Tue Jan 03 15:55:45 +0000 2012,Tue Jan 03 15:59:56 +0000 2012,-0.034,AAPL2,411.74,411.85,411.36,411.37,29379
